pl_name,radius,mass,orbital_period,eccentricity,star_name,star_mass,star_radius,star_teff,star_distance,ra,dec,discovered,detection_type,eq_temperature
k2-187 e,0.212,,13.609878,,K2-187,0.98,0.92,5484.0,333.51,132.523605,23.1926,2018,Primary Transit,
k2-188 b,0.12,,1.742169,,K2-188,1.06,1.19,5977.0,452.9,129.813629,23.357481,2018,Primary Transit,
k2-188 c,0.252,,7.810253,,K2-188,1.06,1.19,5977.0,452.9,129.813629,23.357481,2018,Primary Transit,
k2-189 b,0.136,,2.588309,,K2-189,0.94,0.87,5519.0,243.93,203.621292,-15.036359,2018,Primary Transit,
k2-189 c,0.223,,6.679195,,K2-189,0.94,0.87,5519.0,243.93,203.621292,-15.036359,2018,Primary Transit,
k2-18 b,0.211,0.02807,32.939623,0.2,K2-18,0.36,0.41,3457.0,38.07,172.560455,7.588391,2015,Primary Transit,
k2-18 c,,,8.962,0.47,K2-18,0.36,0.41,3457.0,38.07,172.560455,7.588391,2017,Radial Velocity,
k2-190 b,0.121,,10.098858,,K2-190,0.9,0.91,5631.0,161.42,205.363495,-13.160896,2018,Primary Transit,
k2-190 c,0.098,,21.574023,,K2-190,0.9,0.91,5631.0,161.42,205.363495,-13.160896,2018,Primary Transit,
k2-191 b,0.141,,2.858646,,K2-191,0.9,0.84,5176.0,289.57,201.639175,-12.806568,2018,Primary Transit,
k2-192 b,0.136,,4.162817,,K2-192,0.9,0.81,5222.0,223.99,206.582275,-11.556253,2018,Primary Transit,
k2-193 b,0.352,,14.786889,,K2-193,1.01,0.98,5817.0,416.91,205.237061,-11.009296,2018,Primary Transit,
k2-194 b,0.325,,39.721386,,K2-194,1.11,1.28,5979.0,640.65,204.608932,-8.92715,2018,Primary Transit,
k2-195 b,0.279,,15.852975,,K2-195,0.94,0.99,5713.0,317.83,199.831512,-8.50948,2018,Primary Transit,
k2-195 c,0.23,,28.482786,,K2-195,0.94,0.99,5713.0,317.83,199.831512,-8.50948,2018,Primary Transit,
k2-196 b,0.321,,48.324222,,K2-196,1.16,1.54,6045.0,594.09,200.456345,-8.471721,2018,Primary Transit,
k2-197 ab,0.228,,8.357881,,K2-197 A,1.0,0.93,5667.0,249.59,202.393661,-7.374002,2018,Primary Transit,
k2-198 b,0.374,,17.0428683,,K2-198,0.8,0.76,5212.9,110.91,198.843811,-6.464886,2018,Primary Transit,
k2-198 c,0.127,,3.3596055,,K2-198,0.8,0.76,5212.9,110.91,198.843811,-6.464886,2019,Primary Transit,
k2-198 d,0.218,,7.4500177,,K2-198,0.8,0.76,5212.9,110.91,198.843811,-6.464886,2019,Primary Transit,
k2-199 b,0.1543,0.0217,3.2253993,0.02,K2-199,0.73,0.68,4648.0,107.97,208.901703,-6.136143,2018,Primary Transit,
k2-199 c,0.2543,0.039,7.3744897,0.03,K2-199,0.73,0.68,4648.0,107.97,208.901703,-6.136143,2018,Primary Transit,
k2-19 b,0.691,0.1019,7.9193,0.1,K2-19,0.93,0.86,5430.0,292.14,174.960312,0.603575,2015,Primary Transit,
k2-19 c,0.434,0.0393,11.906,0.1,K2-19,0.93,0.86,5430.0,292.14,174.960312,0.603575,2015,Primary Transit,
k2-19 d,0.102,0.031,2.50856,,K2-19,0.93,0.86,5430.0,292.14,174.960312,0.603575,2016,Primary Transit,
k2-200 ab,0.122,,2.849883,,K2-200 A,0.86,0.79,5233.0,185.09,202.251602,-4.610228,2018,Primary Transit,
k2-2016-blg-0005l b,,1.1,,,K2-2016-BLG-0005L,0.584,,,5200.0,269.879166677,-27.607500018,2022,Microlensing,
k2-201 b,0.125,,1.05979,,K2-201,0.96,0.88,5507.0,199.05,293.56073,-23.131035,2018,Primary Transit,
k2-201 c,0.293,,22.779878,,K2-201,0.96,0.88,5507.0,199.05,293.56073,-23.131035,2018,Primary Transit,
k2-202 ab,0.205,,3.405164,,K2-202 A,0.97,0.91,5406.0,300.397,283.264282,-22.407034,2018,Primary Transit,
k2-203 b,0.122,,9.695101,,K2-203,0.79,0.76,5000.0,166.93,12.773741,-1.195891,2018,Primary Transit,
k2-204 b,0.272,,7.055784,,K2-204,1.01,1.18,5755.0,586.87,17.382523,-0.51762,2018,Primary Transit,
k2-205 b,0.178,,26.672263,,K2-205,0.95,1.08,5890.0,409.95,15.217487,0.425996,2018,Primary Transit,
k2-206 ab,0.249,,18.294549,,K2-206 A,0.85,0.794,5066.0,244.443,11.256313,0.593257,2018,Primary Transit,
k2-207 b,0.232,,12.48749,,K2-207,0.94,0.93,5522.0,366.84,11.699704,0.640796,2018,Primary Transit,
k2-208 b,0.15,,4.190948,,K2-208,0.93,0.86,5582.0,258.76,20.779097,0.889177,2018,Primary Transit,
k2-209 b,0.077,,2.080615,,K2-209,0.74,0.71,4720.0,76.67,14.690681,1.383812,2018,Primary Transit,
k2-210 b,0.073,,0.570233,,K2-210,0.91,0.85,5396.0,177.39,17.640936,1.578266,2018,Primary Transit,
k2-211 b,0.123,,0.669558,,K2-211,0.88,0.804,5187.94,272.297,21.105953,1.704954,2018,Primary Transit,
k2-212 b,0.2364,,9.795635,,K2-212,0.67,0.65,4272.0,109.32,18.423407,3.096936,2018,Primary Transit,
k2-213 b,0.135,,8.13087,,K2-213,1.07,1.2,5794.0,394.05,13.140305,3.507705,2018,Primary Transit,
k2-214 b,0.217,,8.596802,,K2-214,1.05,1.27,5854.0,303.28,14.876077,4.227798,2018,Primary Transit,
k2-215 b,0.189,,8.269648,,K2-215,1.0,0.97,5704.0,408.67,18.470087,6.123902,2018,Primary Transit,
k2-216 b,0.156,0.02517,2.1748,0.0,K2-216,0.7,0.72,4503.0,115.84,11.480249,6.346971,2018,Primary Transit,
k2-217 b,0.319,,14.074524,,K2-217,1.1,1.33,5967.0,386.01,11.298392,6.481562,2018,Primary Transit,
k2-218 ab,0.229,,8.679885,,K2-218 A,1.02,1.058,5710.0,394.083,12.809659,6.84646,2018,Primary Transit,
k2-219 b,0.12,,3.901287,,K2-219,1.02,1.19,5753.0,328.42,12.845309,8.86764,2018,Primary Transit,
k2-219 c,0.128,,6.66767,,K2-219,1.02,1.19,5753.0,328.42,12.845309,8.86764,2018,Primary Transit,
k2-219 d,0.23,,11.137278,,K2-219,1.02,1.19,5753.0,328.42,12.845309,8.86764,2018,Primary Transit,
k2-21 b,0.164,0.00623,9.00315,0.1,K2-21,0.68,0.65,4222.06,83.85,340.30368,-14.488987,2015,Primary Transit,
k2-21 c,0.222,0.01561,15.0,0.21,K2-21,0.68,0.65,4222.06,83.85,340.30368,-14.488987,2015,Primary Transit,
k2-220 b,0.213,,13.683256,,K2-220,0.96,1.02,5660.0,234.92,12.769862,9.516806,2018,Primary Transit,
k2-221 b,0.15,,2.399094,,K2-221,1.01,0.95,5716.0,321.63,16.654982,10.189687,2018,Primary Transit,
k2-222 b,0.215,0.0179,15.3863,0.16,K2-222,1.0,1.09,6058.0,101.59,16.46228,11.753423,2018,Primary Transit,
k2-222 c,,,141.22,0.0,K2-222,1.0,1.09,6058.0,101.59,16.46228,11.753423,2026,Radial Velocity,
k2-223 b,0.079,,0.50565,,K2-223,1.06,0.99,5835.0,201.1,185.306152,-10.282037,2018,Primary Transit,
k2-223 c,0.14,,4.56327,,K2-223,1.06,0.99,5835.0,201.1,185.306152,-10.282037,2018,Primary Transit,
k2-224 b,0.139,,4.47904,,K2-224,0.91,0.84,5620.0,277.7,189.704086,-10.060654,2018,Primary Transit,
k2-224 c,0.215,,10.09489,,K2-224,0.91,0.84,5620.0,277.7,189.704086,-10.060654,2018,Primary Transit,
k2-225 b,0.311,,15.87209,,K2-225,1.27,1.7,5742.0,360.3,186.54129,-9.624804,2018,Primary Transit,
k2-226 b,0.137,,3.27108,,K2-226,0.88,0.91,5424.0,211.2,183.645752,-9.562642,2018,Primary Transit,
k2-227 b,0.149,,13.621832,,K2-227,0.95,0.89,5673.0,188.22,190.948471,-8.478236,2018,Primary Transit,
k2-228 bb,0.108,,2.69828,,K2-228 B,0.71,0.65,4715.0,142.4,187.294785,-6.834258,2018,Primary Transit,
k2-229 b,0.102,0.00815,0.58426,0.0,K2-229,0.87,0.79,5315.0,103.8,186.87326,-6.721861,2018,Primary Transit,
k2-229 c,0.181,0.067,8.32727,0.0,K2-229,0.87,0.79,5315.0,103.8,186.87326,-6.721861,2018,Primary Transit,
k2-229 d,0.2364,0.079,31.0,0.39,K2-229,0.87,0.79,5315.0,103.8,186.87326,-6.721861,2018,Primary Transit,
k2-22 ab,0.223,1.4,0.381078,,K2-22 A,0.6,0.57,3830.0,245.53,169.482819,2.61907,2015,Primary Transit,
k2-230 b,0.175,,2.86041,,K2-230,1.11,1.39,5945.0,548.9,191.363205,-6.576109,2018,Primary Transit,
k2-231 b,0.223,0.0227,13.841901,,K2-231,1.01,0.95,5695.0,295.0,289.091827,-15.771108,2018,Primary Transit,
k2-232 ab,1.0,0.398,11.168454,0.258,K2-232 A,1.19,1.16,6154.0,131.21,73.76651,18.654535,2018,Primary Transit,
k2-233 b,0.125,0.0104,2.46746,0.0,K2-233,0.8,0.74,4950.0,67.64,230.47998,-20.231684,2018,Primary Transit,
k2-233 c,0.119,,7.06142,0.0,K2-233,0.8,0.74,4950.0,67.64,230.47998,-20.231684,2018,Primary Transit,
k2-233 d,0.236,0.0261,24.3662,0.0,K2-233,0.8,0.74,4950.0,67.64,230.47998,-20.231684,2018,Primary Transit,
k2-236 b,0.514,0.085,19.49221,0.0,K2-236,1.17,1.39,6069.0,182.69,136.573975,19.402252,2018,Primary Transit,
k2-237 ab,1.642,1.236,2.1805577,0.0,K2-237 A,1.256,1.236,6180.0,315.0,253.76889,-28.710564,2018,Primary Transit,
k2-238 b,1.3,0.86,3.20466,0.0,K2-238,1.19,1.59,5630.0,453.0,347.704346,-7.857499,2018,Primary Transit,
k2-239 b,0.098,0.0044,5.24,,K2-239,0.4,0.36,3420.0,49.0,160.594299,4.441349,2018,Primary Transit,
k2-239 c,0.089,0.0028,7.775,,K2-239,0.4,0.36,3420.0,49.0,160.594299,4.441349,2018,Primary Transit,
k2-239 d,0.098,0.0041,10.115,,K2-239,0.4,0.36,3420.0,49.0,160.594299,4.441349,2018,Primary Transit,
k2-240 b,0.178,0.0157,6.034,,K2-240,0.58,0.54,3810.0,70.0,227.849609,-17.875217,2018,Primary Transit,
k2-240 c,0.161,0.0145,20.523,,K2-240,0.58,0.54,3810.0,70.0,227.849609,-17.875217,2018,Primary Transit,
k2-241 b,0.227,,26.8199,,K2-241,0.71,0.75,5262.0,149.6,181.239365,-6.804924,2018,Primary Transit,
k2-242 b,0.227,,6.51389,,K2-242,0.38,0.37,3459.0,109.6,179.835907,-6.517851,2018,Primary Transit,
k2-243 b,0.194,,11.54182,,K2-243,1.29,1.39,6570.0,269.2,181.121399,-4.899185,2018,Primary Transit,
k2-243 c,0.179,,24.94598,,K2-243,1.29,1.39,6570.0,269.2,181.121399,-4.899185,2018,Primary Transit,
k2-244 b,0.156,,21.06884,,K2-244,0.86,0.92,5677.0,214.0,183.468918,-3.831868,2018,Primary Transit,
k2-245 ab,0.387,,11.89307,,K2-245 A,0.83,1.25,5793.0,463.4,185.181686,-1.590889,2018,Primary Transit,
k2-246 b,0.311,,5.76918,,K2-246,0.87,0.94,5610.0,723.1,181.629715,-1.16056,2018,Primary Transit,
k2-247 ab,0.189,,2.25021,,K2-247 A,0.74,0.69,4667.0,260.2,188.893692,-10.069232,2018,Primary Transit,
k2-247 ac,0.195,,6.49424,,K2-247 A,0.74,0.69,4667.0,260.2,188.893692,-10.069232,2018,Primary Transit,
k2-248 b,0.229,,7.17256,,K2-248,0.88,0.92,5528.0,410.5,182.817245,-9.414005,2018,Primary Transit,
k2-249 ab,0.249,,12.409,,K2-249 A,1.32,1.57,6504.0,528.3,183.366669,-8.995114,2018,Primary Transit,
k2-24 b,0.50299,0.05978,20.88257,0.06,K2-24,1.091,1.185,5726.0,170.5,242.573715,-24.990332,2016,Primary Transit,
k2-24 c,0.7075,0.0516,42.34732,0.0282,K2-24,1.091,1.185,5726.0,170.5,242.573715,-24.990332,2016,Primary Transit,
k2-250 b,0.218,,4.01457,,K2-250,0.8,0.81,5172.0,417.6,185.031769,-8.975785,2018,Primary Transit,
k2-251 b,0.21,,9.30075,,K2-251,0.52,0.49,3717.0,147.7,190.689224,-8.53592,2018,Primary Transit,
k2-252 b,0.155,,13.81513,,K2-252,0.79,0.82,5152.0,229.9,182.366364,-8.30952,2018,Primary Transit,
k2-253 b,1.13,,4.00167,,K2-253,1.08,1.1,6027.0,901.8,186.085403,-6.378884,2018,Primary Transit,
k2-254 b,0.145,,4.09639,,K2-254,0.71,0.67,4629.0,229.4,185.550751,-4.717236,2018,Primary Transit,
k2-254 c,0.195,,12.11839,,K2-254,0.71,0.67,4629.0,229.4,185.550751,-4.717236,2018,Primary Transit,
k2-255 b,0.259,,1.96417,,K2-255,0.71,0.69,4676.0,192.4,189.912994,-3.370542,2018,Primary Transit,
k2-257 b,0.074,,1.60588,,K2-257,0.52,0.5,3725.0,64.1,188.278488,-1.953159,2018,Primary Transit,
k2-258 b,0.268,,19.0921,,K2-258,1.21,1.31,6351.0,675.2,187.631332,-1.16092,2018,Primary Transit,
k2-259 b,0.207,,15.48043,,K2-259,1.14,1.13,6059.0,422.1,186.802689,1.566849,2018,Primary Transit,
k2-25 b,0.306,0.0771,3.484552,0.27,K2-25,0.29,0.29,3180.0,45.01,63.273434,15.247763,2015,Primary Transit,
k2-260 ab,1.552,1.42,2.6266657,0.0,K2-260 A,1.39,1.69,6367.0,676.32,76.867325,16.867718,2018,Primary Transit,
k2-261 b,0.85,0.223,11.63344,0.42,K2-261,1.1,1.65,5537.0,214.58,163.032425,0.493352,2018,Primary Transit,
k2-263 b,0.215,0.0466,50.818947,,K2-263,0.88,0.85,5368.0,163.23,129.682388,15.680626,2018,Primary Transit,
k2-264 b,0.199,,5.840002,0.0,K2-264,0.5,0.47,3660.0,187.0,131.358566,19.698462,2018,Primary Transit,
k2-264 c,0.238,,19.660302,0.0,K2-264,0.5,0.47,3660.0,187.0,131.358566,19.698462,2018,Primary Transit,
k2-265 ab,0.153,0.02058,2.369172,0.084,K2-265 A,0.92,0.98,5477.0,139.22,342.031525,-14.494689,2018,Primary Transit,
k2-266 ab,0.294,0.0355,0.658524,,K2-266 A,0.68,0.7337,4362.0,77.5586,157.93544,0.937571,2018,Primary Transit,
k2-266 ac,0.063,0.00091,7.814,0.042,K2-266 A,0.68,0.7337,4362.0,77.5586,157.93544,0.937571,2018,Primary Transit,
k2-266 ad,0.261,0.028,14.697,0.047,K2-266 A,0.68,0.7337,4362.0,77.5586,157.93544,0.937571,2018,Primary Transit,
k2-266 ae,0.244,0.04499,19.482,0.043,K2-266 A,0.68,0.7337,4362.0,77.5586,157.93544,0.937571,2018,Primary Transit,
k2-267 ab,1.051,3.0,6.180235,,K2-267 A,1.34,1.74,6513.0,376.0,78.9197500136,16.2787416817,2018,Primary Transit,
k2-268 b,0.126,,2.151894,,K2-268,0.84,0.78,5068.0,331.46,133.709549,11.848265,2018,Primary Transit,
k2-268 c,0.24,,9.326841,,K2-268,0.84,0.78,5068.0,331.46,133.709549,11.848265,2018,Primary Transit,
k2-268 d,0.1329,,4.528598,,K2-268,0.84,0.78,5068.0,331.46,133.709549,11.848265,2019,Primary Transit,
k2-268 e,0.1187,,6.131243,,K2-268,0.84,0.78,5068.0,331.46,133.709549,11.848265,2021,Primary Transit,
k2-268 f,0.1989,,26.27057,,K2-268,0.84,0.78,5068.0,331.46,133.709549,11.848265,2019,Primary Transit,
k2-269 b,0.14,,4.144965,,K2-269,1.16,1.45,6209.0,362.07,130.155167,13.014676,2018,Primary Transit,
k2-26 b,0.238,,14.5665,,K2-26,0.56,0.52,3785.0,99.33,94.206581,24.596411,2016,Primary Transit,
k2-270 b,0.123,,1.543069,,K2-270,0.85,0.77,4877.0,283.53,131.266602,13.549833,2018,Primary Transit,
k2-270 c,0.263,,4.400028,,K2-270,0.85,0.77,4877.0,283.53,131.266602,13.549833,2018,Primary Transit,
k2-271 b,0.649,,8.562421,,K2-271,0.83,0.99,5644.0,571.47,125.223885,16.090946,2018,Primary Transit,
k2-272 b,0.26,,14.453533,,K2-272,0.81,0.81,5419.0,426.57,132.621124,17.542444,2018,Primary Transit,
k2-273 b,0.394,,11.716332,,K2-273,0.9,0.84,5200.0,310.6,129.777054,19.010023,2018,Primary Transit,
k2-274 b,0.196,,14.129714,,K2-274,0.81,0.74,5065.0,232.82,129.28244,20.399372,2018,Primary Transit,
k2-275 ab,0.2,,3.280961,,K2-275 A,0.772,0.735,4783.55,123.438,132.169891,20.455076,2018,Primary Transit,
k2-275 ac,0.209,,8.438756,,K2-275 A,0.772,0.735,4783.55,123.438,132.169891,20.455076,2018,Primary Transit,
k2-276 b,0.336,,18.718269,,K2-276,0.82,0.85,5139.0,489.88,125.952751,22.634024,2018,Primary Transit,
k2-277 b,0.185,,6.326763,,K2-277,1.02,0.97,5741.0,113.53,202.016632,-15.93782,2018,Primary Transit,
k2-278 b,0.266,,3.334966,,K2-278,1.4,1.61,6747.0,804.13,203.301773,-14.504056,2018,Primary Transit,
k2-279 b,0.108,,7.122605,,K2-279,0.79,0.86,5558.0,183.8,204.779724,-6.041594,2018,Primary Transit,
k2-27 bb,0.4,0.09722,6.771315,0.251,K2-27 B,0.89,0.8925,5231.0,249.645,171.515167,1.230738,2016,Primary Transit,
k2-280 b,0.684,0.1167,19.895202,0.35,K2-280,1.11,1.28,5742.0,396.9,291.595337,-22.247662,2018,Primary Transit,
k2-281 b,0.73,,8.687721,,K2-281,0.82,0.76,4812.0,466.11,16.22735,7.269234,2018,Primary Transit,
k2-282 b,0.252,,4.169836,,K2-282,0.92,0.967,5317.0,496.289,13.432017,7.995316,2018,Primary Transit,
k2-282 c,0.132,,0.70531,,K2-282,0.92,0.967,5317.0,496.289,13.432017,7.995316,2019,Primary Transit,
k2-282 d,0.232,,27.263595,,K2-282,0.92,0.967,5317.0,496.289,13.432017,7.995316,2020,Primary Transit,
k2-283 b,0.314,,1.921036,,K2-283,0.89,0.82,5060.0,408.24,13.194414,9.692924,2018,Primary Transit,
k2-284 b,0.248,,4.795069,0.078,K2-284,0.63,0.61,4140.0,107.6,79.140686,20.255108,2018,Primary Transit,
k2-285 b,0.231,0.03046,3.471745,0.0,K2-285,0.83,0.79,4975.0,155.65,349.384277,1.30029,2018,Primary Transit,
k2-285 c,0.315,0.04933,7.138048,0.0,K2-285,0.83,0.79,4975.0,155.65,349.384277,1.30029,2018,Primary Transit,
k2-285 d,0.221,0.02045,10.45582,0.0,K2-285,0.83,0.79,4975.0,155.65,349.384277,1.30029,2018,Primary Transit,
k2-285 e,0.174,0.03367,14.76289,0.0,K2-285,0.83,0.79,4975.0,155.65,349.384277,1.30029,2018,Primary Transit,
k2-286 b,0.187,0.0214,27.359,,K2-286,0.64,0.62,3926.0,76.32,233.369568,-16.773256,2018,Primary Transit,
k2-287 b,0.833,0.315,14.893291,0.478,K2-287,1.06,1.07,5695.0,159.05,233.074341,-22.358261,2018,Primary Transit,
k2-288 bb,0.152,,31.393463,,K2-288 B,0.33,0.32,3341.0,65.6138,55.44344476092725,18.26881022021178,2018,Primary Transit,
k2-289 b,0.812,0.1529,13.156969,,K2-289,0.95,1.02,5529.0,270.7,246.643036,-15.792386,2019,Primary Transit,
k2-28 b,0.207,,2.260455,0.0,K2-28,0.26,0.29,3214.0,63.11,335.62439,-7.955366,2016,Primary Transit,
k2-290 ab,0.273,0.0343,9.21165,0.0,K2-290 A,1.19,1.51,6302.0,272.909,234.857773,-20.198818,2019,Primary Transit,
k2-290 ac,1.006,0.774,48.36685,0.0,K2-290 A,1.19,1.51,6302.0,272.909,234.857773,-20.198818,2019,Primary Transit,
k2-291 b,0.142,0.02042,2.225177,0.0,K2-291,0.93,0.9,5520.0,90.29,76.445793,21.54863,2019,Primary Transit,
k2-292 b,0.235,0.07709,16.9841,0.04,K2-292,1.0,1.09,5725.0,114.29,205.376266,-9.946078,2019,Primary Transit,
k2-293 b,0.219,,13.1225,,K2-293,0.96,0.95,5532.0,396.64,351.606354,-6.027876,2019,Primary Transit,
k2-294 b,0.148,,2.50387,,K2-294,0.99,1.2,5612.0,377.04,352.051666,-7.60369,2019,Primary Transit,
k2-295 b,0.897,0.335,4.024867,0.0,K2-295,0.74,0.7,4444.0,225.7,19.6099,6.816871,2018,Primary Transit,
k2-296 b,0.167,,28.1656,,K2-296,0.41,,,159.98,179.705933,-3.389389,2019,Primary Transit,
k2-297 b,0.062,,2.13174,,K2-297,0.78,,,254.88,168.936646,0.488114,2019,Primary Transit,
k2-298 b,0.093,,4.1698,,K2-298,0.8,0.63,5053.0,441.94,175.206772,6.134857,2019,Primary Transit,
k2-299 b,0.152,,4.50756,,K2-299,0.93,0.847,5759.0,369.888,331.277222,-14.121665,2019,Primary Transit,
k2-299 c,0.125,,0.911724,,K2-299,0.93,0.847,5759.0,369.888,331.277222,-14.121665,2021,Primary Transit,
k2-299 d,0.232,,14.647531,,K2-299,0.93,0.847,5759.0,369.888,331.277222,-14.121665,2021,Primary Transit,
k2-29 ab,1.19,0.73,3.2588321,0.066,K2-29 A,0.935,0.817,5387.06,178.475,62.670647,24.402042,2016,Primary Transit,
k2-300 b,0.09,,2.87814,,K2-300,0.361,0.3734,3489.0,161.365,341.240692,-13.900921,2019,Primary Transit,
k2-301 b,0.145,,5.29711,,K2-301,0.63,0.6737,4055.0,451.769,337.51358,-13.610113,2019,Primary Transit,
k2-301 c,0.107,,0.354884,,K2-301,0.63,0.6737,4055.0,451.769,337.51358,-13.610113,2021,Primary Transit,
k2-302 b,0.08,,2.25372,,K2-302,0.221,0.25,3467.0,109.888,335.094818,-9.509531,2019,Primary Transit,
k2-302 c,0.0856,,0.623232,,K2-302,0.221,0.25,3467.0,109.888,335.094818,-9.509531,2016,Primary Transit,
k2-302 d,0.098,,2.909219,,K2-302,0.221,0.25,3467.0,109.888,335.094818,-9.509531,2020,Primary Transit,
k2-303 b,0.086,,1.58252,,EPIC 206317286,0.71,,,317.2,337.617584,-7.972406,2019,Primary Transit,
k2-303 c,0.18682,,17.515472,,EPIC 206317286,0.71,,,317.2,337.617584,-7.972406,2022,Primary Transit,
k2-304 b,0.118,,2.28943,,K2-304,0.83,0.8,5171.0,418.395,207.206223,-17.609905,2019,Primary Transit,
k2-304 c,0.2025,,5.213965,,K2-304,0.83,0.8,5171.0,418.395,207.206223,-17.609905,2016,Primary Transit,
k2-305 b,0.194,,18.0983,,K2-305,1.08,1.218,5915.0,611.804,202.331421,-14.359463,2019,Primary Transit,
k2-306 b,0.143,,34.885,,K2-306,0.85,0.752,5079.0,285.61,202.48877,-12.734723,2019,Primary Transit,
k2-307 b,0.1,,15.2841,,K2-307,0.99,0.98,6004.0,320.07,205.444702,-10.862432,2019,Primary Transit,
k2-307 c,0.207,,23.228555,,K2-307,0.99,0.98,6004.0,320.07,205.444702,-10.862432,2016,Primary Transit,
k2-308 b,0.884,0.025,3.38628,,K2-308,1.09,1.24,6100.0,,78.339134,16.414202,2019,Primary Transit,
k2-309 ab,0.8788,0.0425,24.14041,0.29,K2-309 A,1.1,1.305,4970.0,108.5,61.33333334,20.157222231,2019,Primary Transit,
k2-309 ac,0.0428,0.053,8.24872,0.43,K2-309 A,1.1,1.305,4970.0,108.5,61.33333334,20.157222231,2019,Primary Transit,
k2-309 ad,0.5656,0.019,12.40214,0.21,K2-309 A,1.1,1.305,4970.0,108.5,61.33333334,20.157222231,2019,Primary Transit,
k2-309 ae,0.848,0.0334,46.768131,0.57,K2-309 A,1.1,1.305,4970.0,108.5,61.33333334,20.157222231,2019,Primary Transit,
k2-30 b,1.039,0.579,4.098503,0.0,K2-30,0.9,0.84,5425.0,336.26,52.341961,22.299404,2016,Primary Transit,
k2-310 b,0.231,0.02907,13.603,0.2,K2-310,0.69,0.673,4581.0,336.25,204.221695,-7.318144,2019,Primary Transit,
k2-310 c,0.24,0.0303,65.55,,K2-310,0.69,0.673,4581.0,336.25,204.221695,-7.318144,2019,Primary Transit,
k2-311 b,1.11,,3650.0,,K2-311,0.9,2.7,4898.0,560.0,159.389250011,11.8427222464,2018,Primary Transit,
k2-314 b,0.174,0.02753,3.5951,0.06,EPIC 249893012,1.05,1.71,5430.0,324.7,228.25,-16.724722243,2020,Primary Transit,
k2-314 c,0.3274,0.04616,15.624,0.07,EPIC 249893012,1.05,1.71,5430.0,324.7,228.25,-16.724722243,2020,Primary Transit,
k2-314 d,0.3515,0.03203,35.747,0.15,EPIC 249893012,1.05,1.71,5430.0,324.7,228.25,-16.724722243,2020,Primary Transit,
k2-315 b,0.085,,3.1443189,,K2-315,0.174,0.196,3300.0,56.9686,228.021652,-20.108528,2020,Primary Transit,
k2-316 b,0.119,,1.133,,K2-316,0.41,0.38,3436.0,112.84,233.624756,-23.259212,2020,Primary Transit,
k2-316 c,0.163,,5.26,,K2-316,0.41,0.38,3436.0,112.84,233.624756,-23.259212,2020,Primary Transit,
k2-317 b,0.261,,6.22,,K2-317,0.4,0.38,3387.0,177.08,228.619278,-21.022715,2020,Primary Transit,
k2-318 b,0.148,,7.01,,K2-318,0.56,0.55,3851.0,148.49,232.446381,-17.557276,2020,Primary Transit,
k2-319 ab,0.249,,26.68,,K2-319 A,0.95,0.9,5440.0,210.56,166.801025,3.040031,2020,Primary Transit,
k2-31 ab,1.06,1.774,1.25785,0.0,K2-31 A,0.922,1.029,5340.0,110.527,245.440837515,-23.547866689,2016,Primary Transit,
k2-320 b,0.234,,1.995,,K2-320,0.12,0.3,3157.0,109.07,163.252151,5.306635,2020,Primary Transit,
k2-321 b,0.174,7.8,2.298,,K2-321,0.6,0.58,3855.0,77.86,156.405273,2.514349,2020,Primary Transit,
k2-322 b,0.171,,8.205,,K2-322,0.63,0.6,4141.0,123.86,156.622757,4.764019,2020,Primary Transit,
k2-323 b,0.187,,24.93,,K2-323,0.48,0.55,3710.0,118.72,159.421021,6.285933,2020,Primary Transit,
k2-324 b,0.217,,3.262,,K2-324,0.52,0.51,3752.0,137.18,157.622284,6.863706,2020,Primary Transit,
k2-325 b,0.196,,6.93,,K2-325,0.27,0.3,3287.0,111.98,353.916931,-7.68656,2020,Primary Transit,
k2-326 b,0.203,,1.256,,K2-326,0.51,0.69,3924.0,284.58,351.612152,1.337557,2020,Primary Transit,
k2-327 b,0.09341,,6.7987,0.0,K2-327,0.287,0.282,3648.0,134.0,170.141666678,-4.806944466,2020,Primary Transit,
k2-328 b,0.08101,,2.0478,0.0,K2-328,0.727,0.655,4520.0,577.6,173.937500015,4.616388914,2020,Primary Transit,
k2-329 ab,0.774,0.26,12.4551225,0.0697,K2-329 A,0.901,0.822,5282.0,230.4,351.133333344,-5.164166681,2020,Primary Transit,
k2-32 ab,0.443,0.047,8.991828,0.03,K2-32 A,0.86,0.84,5315.0,158.39,252.426086,-19.542822,2016,Primary Transit,
k2-32 ac,0.244,0.0255,20.66186,0.049,K2-32 A,0.86,0.84,5315.0,158.39,252.426086,-19.542822,2016,Primary Transit,
k2-32 ad,0.292,0.0211,31.7142,0.05,K2-32 A,0.86,0.84,5315.0,158.39,252.426086,-19.542822,2016,Primary Transit,
k2-32 ae,0.09,0.0066,4.34882,0.043,K2-32 A,0.86,0.84,5315.0,158.39,252.426086,-19.542822,2019,Primary Transit,
k2-330 b,0.2471,,13.774798,,K2-330,1.23,1.5,6232.0,160.125,126.89691666666668,11.66747222222222,2016,Primary Transit,
k2-331 b,0.1597,,9.398977,,K2-331,1.1,1.06,5994.0,211.43,132.73766666666668,13.17035472222222,2021,Primary Transit,
k2-331 c,0.2427,,22.996591,,K2-331,1.1,1.06,5994.0,211.43,132.73766666666668,13.17035472222222,2018,Primary Transit,
