pl_name,radius,mass,orbital_period,eccentricity,star_name,star_mass,star_radius,star_teff,star_distance,ra,dec,discovered,detection_type,eq_temperature
k2-332 b,0.196,,17.70632,,K2-332,0.27,0.28,3315.0,123.202,135.88333333333333,14.250544444444444,2016,Primary Transit,
k2-333 b,0.5513,,14.759287,,K2-333,1.06,1.22,6177.0,,136.78929166666666,15.205722222222224,2018,Primary Transit,
k2-334 b,0.5041,,5.113981,,K2-334,1.36,1.49,6224.0,371.823,136.48945833333332,16.325552777777776,2018,Primary Transit,
k2-335 b,0.1972,,12.283211,,K2-335,1.23,1.33,6222.0,557.993,129.38970833333332,16.5221,2016,Primary Transit,
k2-336 b,0.1088,,21.194733,,K2-336,0.86,0.8,5424.0,239.289,133.83804166666667,16.794180555555556,2021,Primary Transit,
k2-337 b,0.2337,,16.273563,,K2-337,0.94,1.32,5869.0,421.636,127.76116666666668,16.900572222222223,2016,Primary Transit,
k2-338 b,0.0919,,3.850614,,K2-338,0.66,0.63,4558.0,156.951,124.36108333333333,17.02436388888889,2016,Primary Transit,
k2-339 b,0.1713,,19.507428,,K2-339,0.74,0.72,4857.0,360.36,130.08254166666666,18.69291388888889,2019,Primary Transit,
k2-33 b,0.45,3.7,5.424865,0.0,K2-33,0.56,1.05,3540.0,139.8,242.561401,-19.319273,2016,Primary Transit,
k2-340 b,0.2998,,29.740451,,K2-340,0.93,1.13,5532.0,738.136,127.93733333333331,19.074666666666666,2016,Primary Transit,
k2-341 b,0.2864,,36.552551,,K2-341,0.98,1.16,5817.0,421.408,130.49725,19.91661111111111,2018,Primary Transit,
k2-342 b,0.1811,,11.561052,,K2-342,1.01,1.09,5920.0,208.357,133.12170416666666,21.239007722222222,2018,Primary Transit,
k2-343 ab,0.1472,,2.787174,,K2-343 A,0.49,0.46,3804.0,166.169,134.20220833333332,21.50267277777778,2019,Primary Transit,
k2-343 ac,0.1802,,7.676972,,K2-343 A,0.49,0.46,3804.0,166.169,134.20220833333332,21.50267277777778,2018,Primary Transit,
k2-344 b,0.1419,,3.35585,,K2-344,0.51,0.49,4374.0,75.1691,136.361425,21.6687,2018,Primary Transit,
k2-345 b,0.1856,,10.367437,,K2-345,0.56,0.52,3779.0,162.408,132.70783333333333,21.78912055555556,2016,Primary Transit,
k2-346 b,0.2016,,26.201446,,K2-346,0.71,0.7,4801.0,105.58,125.987075,22.66303805555556,2016,Primary Transit,
k2-347 b,0.215,,7.187257,,K2-347,0.66,0.63,4599.0,320.336,126.37291666666668,23.297375,2016,Primary Transit,
k2-348 b,0.2908,,4.688418,,K2-348,0.83,0.85,5077.0,201.856,130.87833333333333,24.423104444444444,2018,Primary Transit,
k2-348 c,0.2382,,12.550171,,K2-348,0.83,0.85,5077.0,201.856,130.87833333333333,24.423104444444444,2018,Primary Transit,
k2-349 b,0.1231,,9.032178,,K2-349,0.54,0.49,4385.0,453.567,199.09970833333333,-14.44462777777778,2016,Primary Transit,
k2-34 b,1.245,1.78,2.995633,0.0,K2-34,1.15,1.44,6071.0,352.34,127.578773,22.235909,2016,Primary Transit,
k2-350 ab,0.1374,,4.163873,,K2-350 A,0.98,1.04,5789.0,489.368,204.0355833333333,-14.009225,2021,Primary Transit,
k2-350 ac,0.2444,,19.991944,,K2-350 A,0.98,1.04,5789.0,489.368,204.0355833333333,-14.009225,2016,Primary Transit,
k2-351 b,0.2266,,7.806164,,K2-351,1.02,1.05,5769.0,694.734,206.65229166666663,-11.804963888888889,2021,Primary Transit,
k2-352 b,0.17,,8.23,,K2-352,,,,,140.445833349,18.469444456,2018,Primary Transit,
k2-352 c,0.196,,14.87,,K2-352,,,,,140.445833349,18.469444456,2018,Primary Transit,
k2-352 d,0.1713,,3.665912,,K2-352,,,,,140.445833349,18.469444456,2022,Primary Transit,
k2-353 ab,0.4951,,15.466805,,K2-353 A,0.87,0.99,5698.0,268.515,201.617,-2.281883333333333,2021,Primary Transit,
k2-354 b,0.1392,,3.793306,,K2-354,0.43,0.41,3669.0,90.937,129.129166677,10.147222236,2016,Primary Transit,
k2-355 b,0.2007,,5.7385647,,K2-355,0.96,0.92,5790.0,500.497,124.642625,13.50282222222222,2022,Primary Transit,
k2-356 b,0.2043,,21.0267366,,K2-356,0.9,0.86,5568.0,355.54,128.32183333333333,13.661469444444444,2022,Primary Transit,
k2-357 b,0.3319,,16.3488637,,K2-357,0.98,1.0,5794.0,517.687,131.93866666666668,16.32892777777778,2022,Primary Transit,
k2-358 b,0.2391,,11.2510285,,K2-358,0.93,0.91,5650.0,480.307,133.80820833333334,18.949775,2022,Primary Transit,
k2-359 b,0.134,,0.72091,,K2-359,0.93,1.087,5382.73,706.391,184.60220833333327,-0.5513055555555556,2021,Primary Transit,
k2-35 b,0.118,,2.399964,0.13,K2-35,0.7,0.62,4402.71,254.43,170.103088,1.285956,2016,Primary Transit,
k2-35 c,0.172,,5.608352,0.12,K2-35,0.7,0.62,4402.71,254.43,170.103088,1.285956,2016,Primary Transit,
k2-360 b,0.13962,0.02413,0.87724,,K2-360,1.018,0.99,5711.17,232.1,183.72033333333331,1.9682722222222224,2018,Primary Transit,
k2-360 c,,,9.79692,0.13,K2-360,1.018,0.99,5711.17,232.1,183.72033333333331,1.9682722222222224,2024,Radial Velocity,
k2-361 b,0.107,,0.578657,,K2-361,1.0,0.912,5627.0,561.929,210.63775,-10.02374722222222,2021,Primary Transit,
k2-361 c,0.205,,11.811437,,K2-361,1.0,0.912,5627.0,561.929,210.63775,-10.02374722222222,2021,Primary Transit,
k2-362 b,0.0883,,0.762406,,K2-362,0.95,0.89,5620.0,624.512,16.761416666666666,6.5888277777777775,2021,Primary Transit,
k2-363 b,0.098,,0.728113,,K2-363,0.418,0.4239,3506.0,150.124,189.57533333333333,-5.244669444444445,2018,Primary Transit,
k2-365 b,0.25926,0.02722,23.448172,,K2-365,0.982,1.057,5568.0,187.222,238.81975,-21.026877777777777,2022,Primary Transit,
k2-366 b,0.21046,0.01995,15.937039,,K2-366,0.825,0.94,5601.0,185.947,243.68008333333333,-19.346594444444445,2022,Primary Transit,
k2-367 b,0.21528,0.02036,20.645099,,K2-367,0.756,0.625,4348.0,176.965,337.858875,-13.264630555555556,2022,Primary Transit,
k2-368 b,0.13266,,5.02629,,K2-368,0.746,0.663,4663.0,206.608,332.637500011,-11.166111127,2022,Primary Transit,
k2-368 c,0.19021,,20.2009,,K2-368,0.746,0.663,4663.0,206.608,332.637500011,-11.166111127,2022,Primary Transit,
k2-368 d,0.13855,,9.65869,,K2-368,0.746,0.663,4663.0,206.608,332.637500011,-11.166111127,2022,Primary Transit,
k2-369 b,0.11714,0.0069,5.761612,,K2-369,0.735,0.881,5682.0,185.55,329.7260833333333,-10.875072222222222,2022,Primary Transit,
k2-36 bb,0.128,0.01227,1.422614,0.0,K2-36 B,0.769,0.754,4772.39,109.749,169.449066,3.866393,2016,Primary Transit,
k2-36 bc,0.2783,0.02454,5.3410507,0.0,K2-36 B,0.769,0.754,4772.39,109.749,169.449066,3.866393,2016,Primary Transit,
k2-370 b,0.2248,0.0349,2.1408091,0.31,K2-370,0.984,0.971,5377.0,144.2,67.82066666666667,19.831805555555555,2022,Primary Transit,
k2-371 b,1.16,4.71,3.114905,,K2-371,0.958,0.736,4925.0,442.813,128.067125,11.630719444444445,2022,Primary Transit,
k2-372 b,0.26274,0.0289,9.844077,,K2-372,0.847,0.922,5479.0,463.88,130.7988333333333,13.009591666666669,2022,Primary Transit,
k2-373 b,0.18387,0.0162,11.02066,,K2-373,1.099,1.53,5980.0,229.567,123.136125,13.688461111111112,2022,Primary Transit,
k2-374 b,0.14212,0.01139,4.521953,,K2-374,1.04,0.929,5786.0,359.439,137.3795,16.355833333333333,2022,Primary Transit,
k2-374 c,0.19743,0.01797,16.43445,,K2-374,1.04,0.929,5786.0,359.439,137.3795,16.355833333333333,2022,Primary Transit,
k2-375 b,0.20011,0.01834,14.453895,,K2-375,1.05,1.548,5826.0,696.1,130.50133333333332,20.3593,2022,Primary Transit,
k2-376 ab,0.15488,0.0129,5.776475,,K2-376 A,1.124,1.133,6044.0,161.61,132.71933333333334,25.038083333333333,2022,Primary Transit,
k2-377 b,0.15104,0.01237,12.832235,,K2-377,0.674,0.698,4314.0,195.149,202.897875,12.09511388888889,2022,Primary Transit,
k2-378 b,0.2569,0.02838,2.060438,,K2-378,0.923,0.732,4823.0,687.973,205.15966666666668,-11.117233333333331,2022,Primary Transit,
k2-379 b,0.19458,0.01759,8.777247,,K2-379,0.856,0.751,4603.0,182.207,283.03175,-27.18072777777778,2022,Primary Transit,
k2-37 b,0.144,,4.44117,,K2-37,0.9,0.85,5413.0,180.86,243.451004,-24.787062,2016,Primary Transit,
k2-37 c,0.245,,6.42904,,K2-37,0.9,0.85,5413.0,180.86,243.451004,-24.787062,2016,Primary Transit,
k2-37 d,0.244,,14.09189,,K2-37,0.9,0.85,5413.0,180.86,243.451004,-24.787062,2016,Primary Transit,
k2-380 ab,0.24347,0.02504,9.401312,,K2-380 A,0.993,1.32,5911.0,249.303,283.434625,-26.53873055555556,2022,Primary Transit,
k2-381 b,0.1981,,16.0343,,K2-381,0.754,0.675,4473.0,145.701,288.025000002,-21.007500006,2022,Primary Transit,
k2-381 c,0.08886,,7.9388,,K2-381,0.754,0.675,4473.0,145.701,288.025000002,-21.007500006,2022,Primary Transit,
k2-381 d,0.15033,,26.8054,,K2-381,0.754,0.675,4473.0,145.701,288.025000002,-21.007500006,2003,Primary Transit,
k2-382 b,0.18485,0.0162,,,K2-382,0.922,0.811,5452.0,278.412,287.4125416666667,-19.626933333333334,2022,Primary Transit,
k2-383 b,0.13953,0.01026,1.865962,,K2-383,1.061,0.804,5129.0,203.788,282.00875,-18.37958055555556,2022,Primary Transit,
k2-384 b,0.09599,,2.231527,,K2-384,0.33,0.348,3623.0,82.6603,20.5,0.750833349,2022,Primary Transit,
k2-384 c,0.10625,,4.194766,,K2-384,0.33,0.348,3623.0,82.6603,20.5,0.750833349,2022,Primary Transit,
k2-384 d,0.12419,,6.679582,,K2-384,0.33,0.348,3623.0,82.6603,20.5,0.750833349,2022,Primary Transit,
k2-384  e,0.11999,,9.715043,,K2-384,0.33,0.348,3623.0,82.6603,20.5,0.750833349,2022,Primary Transit,
k2-384 f,0.19824,,13.62749,,K2-384,0.33,0.348,3623.0,82.6603,20.5,0.750833349,2022,Primary Transit,
k2-385 b,0.1373,0.0101,2.380867,,K2-385,0.927,0.761,4844.0,420.819,12.614083333333332,5.871255555555556,2022,Primary Transit,
k2-386 ab,0.207,0.01954,7.473223,,K2-386 A,0.911,0.97,5749.0,428.785,18.3,7.013030555555556,2022,Primary Transit,
k2-387 b,0.65323,0.14303,28.735327,,K2-387,0.57,0.585,3572.0,266.318,19.44183333333333,11.368491666666667,2022,Primary Transit,
k2-388 b,0.3265,0.0412,6.339069,,K2-388,0.842,0.897,5367.0,290.495,352.71391666666665,-11.077355555555556,2022,Primary Transit,
k2-389 b,0.19484,0.01778,8.584043,,K2-389,0.802,1.084,5782.0,259.208,355.6304166666667,-9.713580555555556,2022,Primary Transit,
k2-389 c,0.182,0.01655,20.851337,,K2-389,0.802,1.084,5782.0,259.208,355.6304166666667,-9.713580555555556,2022,Primary Transit,
k2-38 b,0.17,0.06,4.01593,0.197,K2-38,1.054,1.141,5705.0,192.69,240.033585,-23.189287,2016,Primary Transit,
k2-38 c,0.216,0.03115,10.56103,0.161,K2-38,1.054,1.141,5705.0,192.69,240.033585,-23.189287,2016,Primary Transit,
k2-390 b,0.41625,0.06364,3.312792,,K2-390,0.966,0.789,5558.0,456.122,355.702375,-9.588711111111111,2022,Primary Transit,
k2-391 b,0.12231,0.00783,4.622654,,K2-391,0.757,0.566,5543.0,507.94,356.226,-7.701513888888889,2022,Primary Transit,
k2-392 b,0.165,0.014,15.398723,,K2-392,0.841,1.058,5726.0,406.985,354.64975,-7.478858333333333,2022,Primary Transit,
k2-393 b,0.20983,0.01995,10.413181,,K2-393,0.881,1.071,5678.0,265.914,348.515875,-0.0821916666666666,2022,Primary Transit,
k2-394 b,0.15095,0.01237,5.095717,,K2-394,0.66,0.704,4197.0,98.0152,71.10983333333333,16.51867777777778,2022,Primary Transit,
k2-395 b,0.23169,0.02404,4.803352,,K2-395,0.952,0.783,5007.0,286.727,70.44383333333333,16.674441666666667,2022,Primary Transit,
k2-395 c,0.30288,0.03716,8.491282,,K2-395,0.952,0.783,5007.0,286.727,70.44383333333333,16.674441666666667,2022,Primary Transit,
k2-396 b,0.14087,0.0107,0.673862,,K2-396,0.954,0.92,5236.0,274.864,74.69283333333334,17.26922777777778,2022,Primary Transit,
k2-396 c,0.27871,0.0315,25.76051,,K2-396,0.954,0.92,5236.0,274.864,74.69283333333334,17.26922777777778,2022,Primary Transit,
k2-397 b,0.21563,0.02121,3.572326,,K2-397,0.937,0.966,5387.0,199.354,79.95154166666667,21.259197222222223,2022,Primary Transit,
k2-398 b,0.20287,0.01913,6.393025,,K2-398,0.945,1.239,5946.0,606.992,161.73504166666666,1.9367027777777777,2022,Primary Transit,
k2-398 c,0.45482,0.07366,18.787839,,K2-398,0.945,1.239,5946.0,606.992,161.73504166666666,1.9367027777777777,2022,Primary Transit,
k2-39 b,0.56,0.09,4.60543,0.0,K2-39,0.66,2.97,4881.0,310.14,338.368378,-9.022769,2016,Primary Transit,
k2-3 b,0.194,0.02039,10.054626,0.0,K2-3,0.6,0.56,3896.0,45.0,172.334946,-1.454787,2015,Primary Transit,
k2-3 c,0.165,0.00673,24.646582,0.0,K2-3,0.6,0.56,3896.0,45.0,172.334946,-1.454787,2015,Primary Transit,
k2-3 d,0.135,0.00881,44.55646,0.0,K2-3,0.6,0.56,3896.0,45.0,172.334946,-1.454787,2015,Primary Transit,
k2-400 b,0.10376,0.00519,3.865053,,K2-400,0.374,0.382,3578.0,62.3804,154.51133333333334,3.696783333333333,2022,Primary Transit,
k2-401 b,0.2018,0.01834,6.293099,,K2-401,0.676,0.68,4328.0,200.727,154.9875,3.955161111111111,2022,Primary Transit,
k2-402 b,0.23892,0.0245,17.27474,,K2-402,0.944,1.28,5716.0,523.055,161.451875,6.419397222222222,2022,Primary Transit,
k2-403 b,0.47578,0.07838,33.589979,,K2-403,0.784,0.886,5511.0,246.599,164.18954166666666,9.673961111111112,2022,Primary Transit,
k2-404 b,0.2257,0.02306,13.115365,,K2-404,0.552,0.552,3748.0,121.63,160.325,12.191241666666668,2022,Primary Transit,
k2-405 b,0.40762,0.05862,3.435471,,K2-405,1.034,0.765,4927.0,197.234,164.37616666666668,12.535633333333331,2022,Primary Transit,
k2-406 ab,0.41057,0.06305,22.549406,,K2-406 A,1.01,0.9688,5666.0,85.3751,230.8873333333333,-25.370741666666667,2022,Primary Transit,
k2-407 b,0.11446,0.00664,4.941907,,K2-407,0.881,0.927,5563.0,218.376,232.5554583333333,-23.00675833333333,2022,Primary Transit,
k2-407 c,0.1213,0.00783,9.22453,,K2-407,0.881,0.927,5563.0,218.376,232.5554583333333,-23.00675833333333,2022,Primary Transit,
k2-408 b,0.14961,0.01224,20.978959,,K2-408,0.813,0.784,5335.0,162.306,227.9172625,-17.68413333333333,2022,Primary Transit,
k2-409 b,0.22143,0.02121,1.908084,,K2-409,1.0,1.275,5644.0,431.031,228.455,-16.35123888888889,2022,Primary Transit,
k2-411 b,0.088305,,3.2141,,K2-411,1.018,1.375,5711.0,296.219,58.004166667,19.391111125,2022,Primary Transit,
k2-412 b,0.18878,,5.9382,,K2-412,0.893,0.977,5590.0,654.085,76.262500001,21.5802778,2022,Primary Transit,
k2-413 b,0.067794,,0.8094,,K2-413,0.808,0.7,4116.0,292.52,353.4175983593766,-7.6119318197909935,2022,Primary Transit,
k2-413 c,0.109975,,5.3301,,K2-413,0.808,0.7,4116.0,292.52,353.4175983593766,-7.6119318197909935,2022,Primary Transit,
k2-414 b,0.10875,,4.3696,,K2-414,0.814,0.732,4343.0,260.036,351.637500011,-4.606666684,2022,Primary Transit,
k2-414 c,0.172068,,6.669,,K2-414,0.814,0.732,4343.0,260.036,351.637500011,-4.606666684,2022,Primary Transit,
k2-415 b,0.09055,0.009,4.0179694,0.03,K2-415,0.1635,0.1965,3173.0,21.8043,137.204166683,11.861388915,2023,Primary Transit,
k2-416 b,0.241,0.023,10.1,,K2-416,,,,,349.220833351,-5.201388894,2023,Primary Transit,
k2-417 b,0.2837,0.0299,8.3,,K2-417,,,,,350.141666678,-10.035833336,2023,Primary Transit,
k2-418 b,0.2079,0.0327,16.141132,0.23,K2-418,0.97,1.0,5868.0,121.97,186.487500019,-1.404722234,2023,Primary Transit,
k2-419 ab,0.941,0.617,20.35847252,0.042,K2-419 A,0.562,0.541,3711.0,263.8,135.01980898566,13.2738224756,2024,Primary Transit,
k2-42 b,0.192,,6.68796,,K2-42,0.7,0.64,4613.0,401.36,176.665726,-5.171913,2016,Primary Transit,
k2-43 b,0.402,,3.471149,,K2-43,0.57,0.54,3840.6,183.48,169.117142,-3.97544,2016,Primary Transit,
k2-43 c,0.216,,2.198884,,K2-43,0.57,0.54,3840.6,183.48,169.117142,-3.97544,2019,Primary Transit,
k2-44 b,0.245,0.0379,5.65639,0.12,K2-44,1.15,1.58,5912.0,483.19,174.011627,-2.520881,2016,Primary Transit,
k2-45 b,0.599,,1.7292684,,K2-45,0.5,0.45,4103.0,502.34,169.632874,-1.77413,2016,Primary Transit,
k2-46 b,0.183,,19.1541,,K2-46,0.96,1.29,6256.0,454.93,174.266342,-0.907261,2016,Primary Transit,
k2-47 b,0.169,,31.6372,,K2-47,0.75,0.76,5054.0,353.38,168.582596,2.780711,2016,Primary Transit,
k2-48 b,0.2,,20.5065,,K2-48,0.77,0.73,4899.0,316.61,176.12355,3.272425,2016,Primary Transit,
k2-49 b,0.172,,2.77065,,K2-49,0.51,0.45,4175.0,463.06,177.320206,3.475569,2016,Primary Transit,
k2-4 b,0.187,,10.003417,0.08,K2-4,0.64,0.684,4120.0,231.828,174.745636,-3.905585,2015,Primary Transit,
k2-50 b,0.142,,8.7529,,K2-50,0.61,,,259.33,169.483627,5.988378,2016,Primary Transit,
k2-50 c,0.089,,3.96151,,K2-50,0.61,,,259.33,169.483627,5.988378,2019,Primary Transit,
k2-52 b,1.606,0.4046,3.535055,,K2-52,1.69,2.19,7147.0,1041.7,246.61142,-24.969948,2016,Primary Transit,
k2-53 b,0.232,0.0289,12.20772,,K2-53,0.85,0.81,5263.0,139.1,244.141815,-20.400534,2016,Primary Transit,
k2-54 bb,0.103,,9.7843,,K2-54 B,0.617,0.637,3996.0,175.84,338.054199,-17.543995,2016,Primary Transit,
k2-55 b,0.341,0.138,2.849258,0.124,K2-55,0.7,0.63,4456.0,160.26,333.751923,-17.250708,2016,Primary Transit,
k2-57 b,0.187,,9.0063,,K2-57,0.68,0.62,4434.0,266.23,342.691711,-14.069886,2016,Primary Transit,
k2-58 b,0.239,,7.05254,,K2-58,0.89,0.86,5413.0,182.69,333.821808,-14.049808,2016,Primary Transit,
k2-58 c,0.145,,2.53726,,K2-58,0.89,0.86,5413.0,182.69,333.821808,-14.049808,2016,Primary Transit,
k2-58 d,0.153,,22.8827,,K2-58,0.89,0.86,5413.0,182.69,333.821808,-14.049808,2016,Primary Transit,
k2-59 b,0.215,,20.6921,,K2-59,0.77,0.73,5055.0,314.09,338.942352,-14.027745,2016,Primary Transit,
k2-59 c,0.205,,11.2954,,K2-59,0.77,0.73,5055.0,314.09,338.942352,-14.027745,2016,Primary Transit,
k2-5 b,0.17,,5.73594,,K2-5,0.56,0.55,4066.0,202.943,169.303497,-1.877976,2015,Primary Transit,
k2-5 c,0.202,,10.93241,,K2-5,0.56,0.55,4066.0,202.943,169.303497,-1.877976,2015,Primary Transit,
k2-60 b,0.683,0.426,3.00265,0.0,K2-60,0.97,1.12,5500.0,498.7,338.606171,-13.731702,2016,Primary Transit,
k2-61 b,0.221,,2.57302,,K2-61,1.21,1.36,6293.0,410.35,339.674744,-13.560024,2016,Primary Transit,
k2-62 b,0.191,,6.67202,,K2-62,0.77,0.73,4880.0,112.83,334.364166,-12.187498,2016,Primary Transit,
k2-62 c,0.191,,16.1966,,K2-62,0.77,0.73,4880.0,112.83,334.364166,-12.187498,2016,Primary Transit,
k2-63 b,0.287,,20.257,,K2-63,1.4,1.63,6771.0,524.41,333.426666,-12.066374,2016,Primary Transit,
k2-63 c,0.348,,25.4556,,K2-63,1.4,1.63,6771.0,524.41,333.426666,-12.066374,2016,Primary Transit,
k2-64 b,0.185,,6.53044,,K2-64,0.74,0.73,5312.0,506.87,332.413605,-11.428742,2016,Primary Transit,
k2-65 b,0.141,,12.6475,,K2-65,0.87,0.84,5213.0,78.06,333.211761,-10.925379,2016,Primary Transit,
k2-66 b,0.222,0.06702,5.06963,0.0,K2-66,1.11,1.67,5887.0,520.43,331.526703,-10.711549,2016,Primary Transit,
k2-68 b,0.141,,8.05428,,K2-68,0.73,0.68,4746.0,169.47,334.019775,-10.567318,2016,Primary Transit,
k2-69 b,0.207,,7.06599,,K2-69,0.55,0.49,4127.0,181.63,335.759552,-10.48858,2016,Primary Transit,
k2-6 b,0.223,,30.94191,,K2-6,0.92,0.89,5692.0,319.59,178.192261,-1.198477,2015,Primary Transit,
k2-70 b,0.258,,13.97896,,K2-70,0.94,0.93,5622.0,234.47,338.4758,-10.084946,2016,Primary Transit,
k2-71 b,0.192,,6.98541,,K2-71,0.48,0.43,4006.0,153.86,341.724426,-9.881619,2016,Primary Transit,
k2-72 b,0.096,,5.577212,0.11,K2-72,0.27,0.33,3360.47,66.56,334.621979,-9.612382,2016,Primary Transit,
k2-72 c,0.103,,15.189034,0.11,K2-72,0.27,0.33,3360.47,66.56,334.621979,-9.612382,2016,Primary Transit,
k2-72 d,0.09,,7.760178,0.11,K2-72,0.27,0.33,3360.47,66.56,334.621979,-9.612382,2016,Primary Transit,
k2-72 e,0.115,,24.158868,0.11,K2-72,0.27,0.33,3360.47,66.56,334.621979,-9.612382,2016,Primary Transit,
k2-73 b,0.219,,7.49543,,K2-73,1.02,1.058,5867.0,269.183,335.025482,-9.056093,2016,Primary Transit,
k2-73 c,,,1000.0,,K2-73,1.02,1.058,5867.0,269.183,335.025482,-9.056093,2025,Radial Velocity,
k2-74 b,0.206,,19.5666,,K2-74,0.96,0.98,6060.0,381.85,339.919342,-8.714505,2016,Primary Transit,
k2-75 b,0.238,,7.8142,,K2-75,1.16,1.56,5995.0,570.86,338.844849,-7.469853,2016,Primary Transit,
k2-75 c,0.247,,18.311,,K2-75,1.16,1.56,5995.0,570.86,338.844849,-7.469853,2016,Primary Transit,
k2-77 b,0.205,1.9,8.199796,0.14,K2-77,0.8,0.76,4970.0,142.31,55.228428,12.572612,2016,Primary Transit,
k2-79 b,0.3649,0.0371,10.99475,0.078,K2-79,1.06,1.28,5926.0,257.9,55.255905,13.519372,2016,Primary Transit,
k2-7 b,0.238,,28.67992,,K2-7,1.0,1.56,5699.0,738.553,167.093765,-1.065755,2015,Primary Transit,
k2-80 b,0.179,,19.0918,,K2-80,0.9,0.87,5441.0,201.96,59.037487,13.559289,2016,Primary Transit,
k2-80 c,0.131,,5.605,,K2-80,0.9,0.87,5441.0,201.96,59.037487,13.559289,2016,Primary Transit,
k2-80 d,0.228,,28.867253,,K2-80,0.9,0.87,5441.0,201.96,59.037487,13.559289,2018,Primary Transit,
k2-81 b,0.176,,6.102325,0.06,K2-81,0.75,0.63,4674.13,254.14,57.485489,14.5022,2016,Primary Transit,
k2-83 b,0.111,,2.74697,,K2-83,0.48,0.42,3910.0,125.98,59.901562,15.558886,2016,Primary Transit,
k2-83 c,0.132,,9.99767,,K2-83,0.48,0.42,3910.0,125.98,59.901562,15.558886,2016,Primary Transit,
k2-84 b,0.215,,6.4215,,K2-84,0.95,0.93,5652.0,287.23,55.809273,16.634548,2016,Primary Transit,
k2-84 c,0.181,,27.86,,K2-84,0.95,0.93,5652.0,287.23,55.809273,16.634548,2016,Primary Transit,
k2-85 b,0.09,,0.684533,,K2-85,0.57,0.51,4268.0,97.49,59.464394,18.465254,2016,Primary Transit,
k2-86 b,0.175,,8.77683,,K2-86,0.79,0.76,5482.0,260.61,51.552799,18.635616,2016,Primary Transit,
k2-87 b,0.678,0.1192,9.726618,,K2-87,1.16,1.4,5747.0,503.6,66.236221,18.827417,2016,Primary Transit,
k2-88 b,0.11,,4.6122,,K2-88,0.26,0.26,3537.0,110.91,54.751598,19.120178,2016,Primary Transit,
k2-89 b,0.055,,1.096026,,K2-89,0.35,0.32,3691.0,86.25,57.066715,20.459639,2016,Primary Transit,
k2-8 b,0.319,,10.35239,,K2-8,0.78,0.75,4846.0,407.93,169.793671,-0.284375,2015,Primary Transit,
k2-8 c,0.215,,5.06416,,K2-8,0.78,0.75,4846.0,407.93,169.793671,-0.284375,2016,Primary Transit,
k2-90 b,0.232,0.028,13.733314,,K2-90,0.63,0.62,4484.0,134.9,59.152405,22.472631,2016,Primary Transit,
k2-90 c,0.116,,2.900706,0.19,K2-90,0.63,0.62,4484.0,134.9,59.152405,22.472631,2016,Primary Transit,
k2-91 b,0.098,,1.419549,,K2-91,0.29,0.28,3622.0,62.69,63.218063,24.205112,2016,Primary Transit,
k2-95 b,0.346,1.67,10.134016,0.16,K2-95,0.44,0.42,3548.0,180.63,129.362747,18.976685,2016,Primary Transit,
k2-97 b,0.947,1.1,8.406726,,K2-97,1.2,4.47,4717.0,869.76,127.762833,10.847586,2016,Primary Transit,
k2-98 b,0.464,0.101,10.136448,,K2-98,1.2,1.57,6172.0,526.31,126.488289,11.511145,2016,Primary Transit,
k2-99 b,1.046,0.87,18.24783,0.22,K2-99,1.63,2.63,6217.0,522.29,208.773743,-5.442466,2016,Primary Transit,
k2-99 c,,,522.2,0.21,K2-99,1.63,2.63,6217.0,522.29,208.773743,-5.442466,2021,Radial Velocity,
k2-9 b,0.201,,18.4498,,K2-9,0.3,0.322,3528.0,82.9631,176.264465,0.005301,2015,Primary Transit,
kappa crb b,,,1251.0,0.073,kappa CrB,1.51,5.0,4960.0,31.1,237.8083333,35.6575,2007,Radial Velocity,
kelt-10 b,1.399,0.679,4.166285,,KELT-10,1.112,1.209,5948.0,183.0,284.545833337,-47.003333336,2015,Primary Transit,
kelt-11 ab,1.3,0.195,4.736529,0.0,KELT-11 A,1.438,2.72,5370.0,98.0,161.70833335,-9.399166687,2016,Primary Transit,
kelt-12 b,1.79,0.95,5.0316144,0.0,WASP-86,1.239,1.291,6330.0,360.0,267.640491678,36.5702194586,2016,Primary Transit,
kelt-15 ab,1.468,0.93,3.32,,KELT-15 A,1.181,1.481,6003.0,201.0,117.41666668,-52.120555561,2015,Primary Transit,
kelt-16 ab,1.415,2.75,0.9689951,,KELT-16 A,1.211,1.36,6236.0,365.0,314.268479168,31.6609916885,2016,Primary Transit,
kelt-17 b,1.525,1.31,3.0801716,,KELT-17,1.635,1.645,7454.0,210.0,125.616666676,13.735277794,2015,Primary Transit,
kelt-18 ab,1.568,1.176,2.8716082,0.0,KELT-18 A,1.524,1.908,6670.0,311.0,216.525000002,59.444166684,2017,Primary Transit,
kelt-19 ab,1.91,4.07,4.6117093,,KELT-19 A,1.62,1.83,7500.0,255.0,111.512500001,7.615833358,2017,Primary Transit,
kelt-20 ab,1.83,3.518,3.4741085,,KELT-20 A,2.0,1.561,8981.0,136.426,294.661396263,31.2192261175,2017,Primary Transit,
kelt-21 ab,1.584,3.88,3.6127732,,KELT-21 A,1.458,1.638,7598.0,415.0,304.800000004,32.581111134,2017,Primary Transit,
kelt-22 ab,1.2,3.69,1.38665318,0.0,KELT-22 A,1.05,1.11,5700.0,232.98,354.16666668,-34.61138891,2018,Primary Transit,
