pl_name,radius,mass,orbital_period,eccentricity,star_name,star_mass,star_radius,star_teff,star_distance,ra,dec,discovered,detection_type,eq_temperature,star_spectype
hip 79431 b,,667.415,111.7,0.29,HIP 79431,0.49,,3191.0,14.5324,243.1742467,-18.8764247,2009.0,Radial Velocity,,M3 V
hip 81208 c b,,4703.8604236,104100.0,,HIP 81208 C,0.135,,,147.533,248.8075,-35.7247583,2023.0,Imaging,2050.0,M
hn lib b,,5.46,36.116,0.079,HN Lib,0.291,0.299,3347.0,6.24442,218.5684823,-12.5170062,2023.0,Radial Velocity,234.4,M4.0 V
k2-104 b,,,1.974991,,K2-104,,0.484,3820.0,189.289,129.6366594,19.7737202,2016.0,Transit,,M
k2-117 b,2.45117748,,1.29160335703,,K2-117,,0.514745,3689.0,101.632,133.8557342,10.4692176,2017.0,Transit,856.69,M
k2-123 b,,,30.96028326,,K2-123,0.595401,0.609039,3856.0,161.555,134.4441404,21.4532748,2017.0,Transit,,M
k2-125 b,2.18,,21.750264,0.08,K2-125,0.494727,0.402049,3654.47,124.156,204.1418754,-14.9478195,2017.0,Transit,,M
k2-129 b,1.04,,8.239493,0.13,K2-129,0.360031,0.36001,3459.09,27.7957,289.1485491,-25.6463233,2017.0,Transit,,M
k2-133 b,1.34,,3.07133,,K2-133,0.461,0.455,3655.0,75.1703,70.1493775,25.0098135,2017.0,Transit,,M1.5 V
k2-133 c,1.603,,4.86784,,K2-133,0.461,0.455,3655.0,75.1703,70.1493775,25.0098135,2017.0,Transit,,M1.5 V
k2-133 d,2.02,,11.0234,,K2-133,0.51,0.47,3655.0,75.1703,70.1493775,25.0098135,2017.0,Transit,,M1 V
k2-133 e,1.73,,26.5841,,K2-133,0.461,0.455,3655.0,75.1703,70.1493775,25.0098135,2019.0,Transit,296.0,M1.5 V
k2-137 b,0.89,158.915,0.179715,0.0,K2-137,0.463,0.442,3492.0,98.8765,186.870426,-6.1952168,2017.0,Transit,1471.0,M3 V
k2-14 b,6.65,,8.3688168,,K2-14,,0.56,3879.0,364.048,178.0568745,2.5941222,2015.0,Transit,,M
k2-146 b,2.15,,2.644661,,K2-146,0.33,0.33,3398.0,79.3002,130.0266951,19.0923416,2018.0,Transit,534.0,M
k2-146 c,2.59,7.1,3.9663,0.16,K2-146,0.358,0.35,3385.0,79.3002,130.0266951,19.0923416,2019.0,Transit,,M3.0 V
k2-147 b,0.73,,0.961918,,K2-147,,0.31,3775.0,90.5494,293.8330329,-28.498475,2018.0,Transit,,M
k2-149 b,1.64,,11.332,,K2-149,0.595,0.568,3745.0,123.676,9.8217519,7.2769939,2018.0,Transit,,M1.0 V
k2-150 b,2.0,,10.59357,,K2-150,0.457,0.436,3499.0,102.483,18.3443908,8.9874328,2018.0,Transit,,M2.5 V
k2-151 b,1.35,,3.835592,,K2-151,0.44,0.429,3585.0,69.4798,19.3047733,9.5012663,2018.0,Transit,,M1.5 V
k2-152 b,2.81,,32.6527,,K2-152,0.654,0.631,3940.0,108.449,181.6324078,-5.8274311,2018.0,Transit,,M0.0 V
k2-153 b,2.0,,7.51554,,K2-153,0.512,0.495,3720.0,143.125,183.8088709,2.0208765,2018.0,Transit,,M3.0 V
k2-154 b,2.23,,3.67635,,K2-154,0.672,0.649,3978.0,129.356,189.0015173,-2.6696217,2018.0,Transit,,M0.0 V
k2-154 c,2.1,,7.95478,,K2-154,0.672,0.649,3978.0,129.356,189.0015173,-2.6696217,2018.0,Transit,,M0.0 V
k2-155 c,2.2098839,,13.85327454047,,K2-155,,0.655766,3893.47,72.7998,65.469614,21.3532633,2018.0,Transit,450.75,M
k2-18 b,,,32.92801934,,K2-18,0.440668,0.444516,3464.0,38.0266,172.560141,7.5878315,2015.0,Transit,,M
k2-18 c,,7.51,8.962,0.47,K2-18,0.359,0.411,3457.0,38.0266,172.560141,7.5878315,2017.0,Radial Velocity,363.0,M
k2-21 b,1.59,,9.32414,,K2-21,0.64,0.6,4043.0,83.6448,340.3037846,-14.4893256,2015.0,Transit,500.0,M0.0
k2-22 b,4.61,,0.38107852,,K2-22,,0.57,3892.0,243.836,169.4827046,2.6190363,2015.0,Transit,,M
k2-239 b,1.1,,5.24,,K2-239,0.4,0.36,3420.0,31.0849,160.5941265,4.4413751,2018.0,Transit,502.0,M3.0 V
k2-239 c,1.0,,7.775,,K2-239,0.4,0.36,3420.0,31.0849,160.5941265,4.4413751,2018.0,Transit,427.0,M3.0 V
k2-239 d,1.1,,10.115,,K2-239,0.4,0.36,3420.0,31.0849,160.5941265,4.4413751,2018.0,Transit,399.0,M3.0 V
k2-240 b,2.0,,6.034,,K2-240,0.58,0.54,3810.0,72.9105,227.849371,-17.8754464,2018.0,Transit,586.0,M0.5 V
k2-240 c,1.8,,20.523,,K2-240,0.58,0.54,3810.0,72.9105,227.849371,-17.8754464,2018.0,Transit,389.0,M0.5 V
k2-242 b,2.54,,6.51389,,K2-242,0.38,0.37,3459.0,109.237,179.8358421,-6.5178542,2018.0,Transit,416.0,M
k2-25 b,3.43,,3.484552,0.27,K2-25,0.294,0.295,3180.0,44.9565,63.2739346,15.2477027,2015.0,Transit,,M4.5
k2-251 b,2.35,,9.30075,,K2-251,0.52,0.49,3717.0,147.03,190.6892403,-8.5359826,2018.0,Transit,437.0,M
k2-257 b,0.83,,1.60588,,K2-257,0.52,0.5,3725.0,64.0065,188.278284,-1.9532879,2018.0,Transit,789.0,M
k2-26 b,2.58,,14.5662,,K2-26,0.53,0.51,3769.0,99.0504,94.2064312,24.5958335,2016.0,Transit,,M
k2-264 b,2.27,,5.83977,0.5,K2-264,0.471,0.473,3580.0,185.605,131.3583524,19.698401,2018.0,Transit,489.0,M2.5 V
k2-264 c,2.77,,19.66365,0.45,K2-264,0.471,0.473,3580.0,185.605,131.3583524,19.698401,2018.0,Transit,326.0,M2.5 V
k2-28 b,2.56,,2.2604455,0.0,K2-28,0.257,0.288,3214.0,62.9969,335.6233145,-7.9563525,2016.0,Transit,420.0,M
k2-286 b,2.1,,27.359,,K2-286,0.64,0.62,3926.0,76.1486,233.3698192,-16.7737113,2018.0,Transit,347.0,M0 V
k2-288 b b,1.9,,31.393463,,K2-288 B,0.33,0.32,3341.0,65.6138,55.4442857,18.2684913,2018.0,Transit,226.36,M3 V
k2-3 b,2.29,6.6,10.05454,,K2-3,0.62,0.6,3835.0,44.0727,172.3353708,-1.4551364,2015.0,Transit,,M
k2-3 c,1.69,,24.64638,,K2-3,,0.561,,44.0727,172.3353708,-1.4551364,2015.0,Transit,,M0 V
k2-315 b,0.95,,3.1443189,,K2-315,0.174,0.196,3300.0,56.9686,228.0210932,-20.1081634,2020.0,Transit,460.0,M(3.5+/-0.5) V
k2-316 b,1.33,,1.133,,K2-316,0.408,0.379,3436.0,112.486,233.6247336,-23.2594663,2020.0,Transit,841.0,M
k2-316 c,1.83,,5.26,,K2-316,0.408,0.379,3436.0,112.486,233.6247336,-23.2594663,2020.0,Transit,423.0,M
k2-317 b,2.93,,6.22,,K2-317,0.403,0.379,3387.0,176.291,228.6188638,-21.0227209,2020.0,Transit,432.0,M
k2-318 b,1.66,,7.01,,K2-318,0.561,0.552,3851.0,147.866,232.4461375,-17.557463,2020.0,Transit,456.0,M
k2-320 b,2.62,,1.995,,K2-320,0.117,0.3,3157.0,108.74,163.2519122,5.3064776,2020.0,Transit,698.0,M
k2-321 b,2.05124347,,2.2979749,0.44,K2-321,0.578,0.595,3750.0,77.6888,156.4054989,2.5138829,2020.0,Transit,830.0,M
k2-323 b,2.1,,24.93,,K2-323,0.478,0.549,3710.0,118.318,159.4209874,6.2858689,2020.0,Transit,318.0,M
k2-324 b,2.43,,3.262,,K2-324,0.517,0.505,3752.0,136.667,157.6222171,6.8636732,2020.0,Transit,707.0,M
k2-325 b,2.2,,6.93,,K2-325,0.274,0.298,3287.0,111.638,353.9169507,-7.6867213,2020.0,Transit,423.0,M
k2-33 b,0.868,,5.4252061,,K2-33,,0.16,2890.0,139.268,242.5613635,-19.3193831,2016.0,Transit,,M
k2-332 b,2.2,,17.70632,,K2-332,0.27,0.28,3315.0,123.202,135.8832666,14.2504994,2021.0,Transit,266.0,M
k2-343 b,1.65,,2.787174,,K2-343,0.49,0.46,3804.0,166.169,134.2021746,21.5026882,2021.0,Transit,653.0,M
k2-343 c,2.02,,7.676972,,K2-343,0.49,0.46,3804.0,166.169,134.2021746,21.5026882,2021.0,Transit,465.0,M
k2-345 b,,,10.366,,K2-345,0.535622,0.539401,3675.0,162.408,132.7075876,21.7890367,2021.0,Transit,,M
k2-354 b,,,3.794,,K2-354,0.415947,0.421881,3510.0,91.722,129.1299193,10.1472175,2021.0,Transit,,M
k2-384 b,1.076,,2.231527,,K2-384,0.33,0.348,3623.0,82.6603,20.4998403,0.7509701,2022.0,Transit,,M4 V
k2-384 c,1.191,,4.194766,,K2-384,0.33,0.348,3623.0,82.6603,20.4998403,0.7509701,2022.0,Transit,,M4 V
k2-384 d,1.392,,6.679582,,K2-384,0.33,0.348,3623.0,82.6603,20.4998403,0.7509701,2022.0,Transit,,M4 V
k2-384 e,1.345,,9.715043,,K2-384,0.33,0.348,3623.0,82.6603,20.4998403,0.7509701,2022.0,Transit,,M4 V
k2-387 b,7.322,,28.735327,,K2-387,0.57,0.585,3572.0,266.318,19.4418282,11.3684915,2022.0,Transit,,M
k2-400 b,1.163,,3.865053,,K2-400,0.374,0.382,3578.0,62.3804,154.5110307,3.6969271,2022.0,Transit,,M3
k2-404 b,2.53,,13.115365,,K2-404,0.552,0.552,3748.0,121.63,160.3249517,12.1911149,2022.0,Transit,,M
k2-415 b,1.1017624,,4.01798053813,,K2-415,,0.194357,3166.0,21.8182,137.2015437,11.8622503,2023.0,Transit,374.41,M
k2-416 b,2.66,1652.7077164,13.102,,K2-416,0.548,0.554,3746.0,120.311,349.2211822,-5.2015032,2023.0,Transit,447.0,M V
k2-417 b,3.31,699.2224954,6.535,,K2-417,0.569,0.5776,3861.0,94.0424,350.1417675,-10.0365901,2023.0,Transit,558.0,M V
k2-419 a b,10.85,,20.35954,,K2-419 A,0.535338,0.539092,3728.0,268.685,135.0194934,13.2737056,2024.0,Transit,,M
k2-43 b,4.75,,3.471341,0.07,K2-43,0.598864,0.587449,3889.72,182.536,169.117028,-3.9754405,2016.0,Transit,,M
k2-52 b,1.98,,3.5353975,,K2-52,,0.23,3260.0,1038.41,246.6114157,-24.9699462,2016.0,Transit,,M
k2-71 b,3.32,,6.9862794,,K2-71,,0.57,3891.0,153.192,341.7248656,-9.8816109,2016.0,Transit,,M
k2-72 b,1.08,,5.577212,0.11,K2-72,0.271365,0.330989,3360.47,66.4321,334.6227504,-9.6120084,2016.0,Transit,,M
k2-72 c,0.86,,15.1871,,K2-72,0.217,0.232,3497.0,66.4321,334.6227504,-9.6120084,2016.0,Transit,,M
k2-72 d,0.73,,7.7599,,K2-72,0.217,0.232,3497.0,66.4321,334.6227504,-9.6120084,2016.0,Transit,,M
k2-72 e,0.82,,24.1669,,K2-72,0.217,0.232,3497.0,66.4321,334.6227504,-9.6120084,2016.0,Transit,,M
k2-83 c,2.11,,9.997442,0.06,K2-83,0.594112,0.547001,3875.75,125.529,59.9013782,15.5587994,2016.0,Transit,,M
k2-88 b,2.3,,4.61228,0.26,K2-88,0.477046,0.459539,3624.15,110.561,54.7514566,19.1199667,2016.0,Transit,,M
k2-89 b,0.615,,1.096026,,K2-89,0.347,0.318,3691.0,86.0386,57.0671234,20.4594885,2016.0,Transit,,M
k2-9 b,1.6,,18.44883,,K2-9,0.24,0.25,3468.0,82.9631,176.263724,0.0054085,2015.0,Transit,284.0,M
k2-91 b,,,1.41929871,,K2-91,0.347552,0.361559,3326.0,62.5785,63.2182348,24.2047218,2016.0,Transit,,M
kmt-2016-blg-1337l b,,88.99195396,,,KMT-2016-BLG-1337L,0.54,,,6920.0,269.1300417,-33.0341889,2026.0,Microlensing,,M
kmt-2021-blg-1077l b,,69.92224954,,,KMT-2021-BLG-1077L,0.14,,,8240.0,266.489125,-33.8428111,2022.0,Microlensing,,M V
kmt-2021-blg-1077l c,,79.45710175,,,KMT-2021-BLG-1077L,0.14,,,8240.0,266.489125,-33.8428111,2022.0,Microlensing,,M V
kmt-2024-blg-0404l b,,8657.64580668,,,KMT-2024-BLG-0404L,0.09,,,7210.0,271.1470833,-27.9535,2025.0,Microlensing,,M
kmt-2024-blg-0404l c,,17.3,,,KMT-2024-BLG-0404L,0.09,,,7210.0,271.1470833,-27.9535,2025.0,Microlensing,,M
kmt-2025-blg-1616l b,,42.32,,,KMT-2025-BLG-1616L,0.26,,,7500.0,267.778875,-30.1391111,2026.0,Microlensing,,M V
koi-1843.03,0.63,,0.176893,,Kepler-974,,0.52,3673.0,134.311,285.0131082,40.2209547,2013.0,Transit,1654.0,M
koi-4777.01,0.51,99.2,0.412,0.0,KOI-4777,0.41,0.4,3515.0,172.245,287.2621474,42.0322257,2022.0,Transit,1180.0,M
kointreau-1 b,,3368.9811142,,,XEST 17-036,0.26,,3551.0,158.618,68.359288,22.758056,2026.0,Imaging,,M4
kointreau-4 b,,4862.7746271,,,2MASS J16262785-2625152,,,,145.434,246.6160467,-26.4209954,2026.0,Imaging,,M4.5
kapteyn c,,7.0,121.54,0.23,Kapteyn,0.281,0.291,3550.0,3.93305,77.9586613,-45.0430198,2014.0,Radial Velocity,,M
kepler-1009 b,2.381,,,,Kepler-1009,,0.699,3594.0,355.019,282.8598614,42.6658336,2016.0,Transit,,M
kepler-1049 b,0.87,,3.273460736,0.0,Kepler-1049,0.464,0.455,3809.0,162.006,287.3469567,47.7729078,2016.0,Transit,620.0,M
kepler-1074 b,1.16,,5.94566534,0.0,Kepler-1074,0.559,0.537,3900.0,250.817,284.4766869,46.2526781,2016.0,Transit,548.0,M
kepler-1089 b,1.69,,5.132486123,0.0,Kepler-1089,0.619,0.578,3879.0,259.328,291.0926509,49.1901729,2016.0,Transit,584.0,M
kepler-1124 b,1.79,,2.852348975,0.0,Kepler-1124,0.482,0.464,3694.0,289.899,286.5942529,37.8912836,2016.0,Transit,631.0,M
kepler-1152 b,1.021,,,,Kepler-1152,,0.606,3809.0,215.233,290.4341483,44.1077802,2016.0,Transit,,M
kepler-1203 b,1.216,,,,Kepler-1203,,0.703,3817.0,317.022,292.7734523,44.178088,2016.0,Transit,,M
kepler-1229 b,1.12,,86.828989,0.0,Kepler-1229,0.431,0.414,3724.0,265.482,297.4868347,46.9966782,2016.0,Transit,196.0,M
kepler-125 b,,,4.16438309,,Kepler-125,0.542101,0.546506,3800.0,183.365,298.2581101,47.6050031,2014.0,Transit,,M
kepler-125 c,0.83,,5.77442209,,Kepler-125,0.53,0.51,3824.0,183.365,298.2581101,47.6050031,2014.0,Transit,,M
kepler-1308 b,0.52,,2.104338119,0.0,Kepler-1308,0.35,0.345,3410.0,112.705,285.9287514,38.5207097,2016.0,Transit,586.0,M
kepler-1319 b,,,2.8867601176,,Kepler-1319,0.498257,0.500204,3527.0,103.917,290.9564463,49.3667933,2016.0,Transit,,M
kepler-1321 b,5.814,,,,Kepler-1321,,0.724,3640.0,769.146,294.528597,46.6408737,2016.0,Transit,,M
kepler-1350 b,2.13,,4.4968604,0.0,Kepler-1350,0.465,0.444,3698.0,340.691,288.250611,46.6794847,2016.0,Transit,535.0,M
kepler-1350 c,1.48,,1.766789062,0.0,Kepler-1350,0.465,0.444,3698.0,340.691,288.250611,46.6794847,2016.0,Transit,730.0,M
kepler-138 c,1.51,2.3,13.7815,0.017,Kepler-138,0.535,0.535,3841.0,66.8624,290.3814122,43.2930645,2014.0,Transit,410.0,M
kepler-138 d,1.63,,23.08901839,,Kepler-138,0.56,0.53,3809.0,66.8624,290.3814122,43.2930645,2014.0,Transit,,M
kepler-138 e,,0.43,38.23,0.112,Kepler-138,0.535,0.535,3841.0,66.8624,290.3814122,43.2930645,2022.0,Transit Timing Variations,292.0,M
kepler-1388 b,2.21,,12.2854718,0.0,Kepler-1388,0.605,0.564,3891.0,453.795,283.3360156,47.1744499,2016.0,Transit,434.0,M
kepler-1439 b,,,8.0740058633,,Kepler-1439,0.443791,0.447421,3548.0,225.393,285.7396971,40.9798688,2016.0,Transit,,M
kepler-1582 b,0.79,,4.83809469,0.0,Kepler-1582,0.18,0.2,3187.0,78.8906,289.3765441,41.1580845,2016.0,Transit,354.0,M
kepler-159 b,1.87,,10.13961841,0.0,Kepler-159,0.52,0.5,3894.0,373.744,297.0702037,40.868734,2014.0,Transit,447.0,M
kepler-1624 b,4.91,,3.290304098,0.0,Kepler-1624,0.43,0.427,3386.0,258.979,292.5798564,37.3762616,2016.0,Transit,540.0,M
kepler-1646 b,,,4.4855629633,,Kepler-1646,0.361077,0.373314,3391.0,127.591,287.5264859,42.9129356,2016.0,Transit,,M
kepler-1649 b,0.57,,8.68907042,0.0,Kepler-1649,0.096,0.118,2703.0,92.1913,292.5029676,41.8299933,2017.0,Transit,211.0,M
kepler-1649 c,1.06,,19.53527,,Kepler-1649,0.1977,0.2317,3240.0,92.1913,292.5029676,41.8299933,2020.0,Transit,234.0,M
kepler-1650 b,0.75,,1.538181528,0.0,Kepler-1650,0.242,0.26,3304.0,134.397,297.7292296,42.8666919,2017.0,Transit,582.0,M
kepler-1651 b,1.15,,9.8847,0.0,Kepler-1651,0.21,0.27,3240.0,66.4074,283.6282602,48.3908081,2017.0,Transit,320.0,M
kepler-1652 b,1.39,,38.09824,0.0,Kepler-1652,0.52,0.502,3885.0,,294.3660313,49.9150219,2017.0,Transit,288.0,M
kepler-1663 b,,,17.60459942,,Kepler-1663,0.610816,0.62859,3844.0,337.926,290.4015156,48.8227234,2020.0,Transit,,M
kepler-1712 b,,,13.81504449,,Kepler-1712,0.574359,0.583435,3833.0,156.264,284.998698,50.1466922,2021.0,Transit,,M
kepler-1729 b,3.89404186,,4.220970154,,Kepler-1729,0.544,0.517,3837.0,576.181,296.6939428,42.6261145,2021.0,Transit,,M
kepler-1826 b,1.37,,1.615357809,0.0,Kepler-1826,0.49,0.486,3821.0,336.952,292.7700072,48.8998469,2021.0,Transit,806.0,M
kepler-1855 b,1.02,,0.727315,0.0,Kepler-1855,0.495,0.485,3716.0,,283.4018628,41.5161554,2021.0,Transit,1001.0,M
kepler-186 b,1.31,,3.88675809,,Kepler-186,0.48,0.46,3761.0,177.594,298.652736,43.9549884,2014.0,Transit,579.0,M1 V
kepler-186 c,1.25,,7.267302,,Kepler-186,0.478,0.472,3788.0,177.594,298.652736,43.9549884,2014.0,Transit,,M1
kepler-186 e,1.26,,22.40777444,0.0,Kepler-186,0.48,0.46,3761.0,177.594,298.652736,43.9549884,2014.0,Transit,322.0,M
kepler-186 f,1.17,,129.9441,0.04,Kepler-186,0.544,0.523,3755.0,177.594,298.652736,43.9549884,2014.0,Transit,,M
kepler-1902 b,1.02,,3.82222231,0.0,Kepler-1902,0.534,0.53,3854.0,344.337,292.7376545,42.0147792,2021.0,Transit,628.0,M
kepler-1904 b,,,4.5770016,,Kepler-1904,0.506941,0.509063,3833.0,270.854,288.8744026,51.1542215,2021.0,Transit,,M
kepler-1948 b,0.7,,15.57131611,0.0,Kepler-1948,0.531,0.526,3842.0,193.903,287.3640804,47.7853043,2021.0,Transit,391.0,M
kepler-1984 b,6.81,,1.992812339,0.0,Kepler-1984,0.45,0.42,3638.0,,291.2850446,40.7300225,2023.0,Transit,675.0,M
kepler-205 c,1.22,,20.30707932,,Kepler-205,0.51,0.48,3834.0,159.72,285.2866912,41.8609357,2014.0,Transit,345.0,M1 V
kepler-235 e,1.94,,46.18415,0.0,Kepler-235,0.51,0.48,3887.0,428.018,286.0790779,39.278237,2014.0,Transit,265.0,M
kepler-236 b,1.53,,8.29559431,0.0,Kepler-236,0.54,0.51,3750.0,288.763,283.8664285,39.8981928,2014.0,Transit,462.0,M
kepler-236 c,,,23.9679951787,,Kepler-236,0.596005,0.609791,3840.0,288.763,283.8664285,39.8981928,2014.0,Transit,,M
kepler-249 b,,,3.3065702702,,Kepler-249,0.510238,0.512465,3635.0,190.401,296.9853002,43.6586043,2014.0,Transit,,M
kepler-249 c,1.57,,7.113726,0.0,Kepler-249,0.506,0.492,3803.0,190.401,296.9853002,43.6586043,2014.0,Transit,489.0,M
kepler-249 d,1.54,,15.36829,0.0,Kepler-249,0.506,0.492,3803.0,190.401,296.9853002,43.6586043,2014.0,Transit,380.0,M
kepler-26 c,2.83,,17.25204086,,Kepler-26,0.55,0.53,3887.0,335.307,284.9410627,46.5664505,2011.0,Transit,381.0,M0 V
kepler-267 c,,,6.877446033,,Kepler-267,0.541571,0.545921,3886.0,264.993,299.8305655,47.1575741,2014.0,Transit,,M
kepler-296 b,35.25,,10.86443187,,Kepler-296,0.38,0.37,3558.0,,286.5400278,49.4372614,2014.0,Transit,,M
kepler-296 c,1.52,,5.84164124,,Kepler-296,0.38,0.37,3558.0,,286.5400278,49.4372614,2014.0,Transit,,M
kepler-296 e,1.08,,34.14189,0.0,Kepler-296,0.38,0.37,3517.0,,286.5400278,49.4372614,2014.0,Transit,244.0,M
kepler-296 f,1.18,,63.3354719,0.0,Kepler-296,0.394,0.383,3526.0,,286.5400278,49.4372614,2014.0,Transit,202.0,M
kepler-32 b,,,5.9012915,,Kepler-32,0.566709,0.574432,3791.0,323.847,297.8423073,46.5743595,2011.0,Transit,,M
kepler-32 c,2.2,,8.75210645,0.0,Kepler-32,0.52,0.5,3727.0,323.847,297.8423073,46.5743595,2011.0,Transit,449.0,M
kepler-32 d,2.29,,22.78076945,0.0,Kepler-32,0.52,0.5,3727.0,323.847,297.8423073,46.5743595,2012.0,Transit,327.0,M
kepler-32 e,1.32,,2.896013787,0.0,Kepler-32,0.52,0.5,3727.0,323.847,297.8423073,46.5743595,2012.0,Transit,650.0,M
kepler-32 f,1.88,,0.742958836,0.0,Kepler-32,0.52,0.5,3727.0,323.847,297.8423073,46.5743595,2012.0,Transit,1024.0,M
kepler-327 b,,,2.5495625,,Kepler-327,0.591913,0.604708,3864.0,241.987,292.6422963,44.0876251,2014.0,Transit,,M
kepler-327 c,,,5.21231887,,Kepler-327,0.591913,0.604708,3864.0,241.987,292.6422963,44.0876251,2014.0,Transit,,M
kepler-327 d,,,13.9695295096,,Kepler-327,0.591913,0.604708,3864.0,241.987,292.6422963,44.0876251,2014.0,Transit,,M
kepler-353 c,2.13,,,,Kepler-353,,0.64,3758.0,384.694,296.8565596,41.7580749,2014.0,Transit,,M
kepler-369 b,1.0,,2.732766619,0.0,Kepler-369,0.43,0.41,3591.0,,293.6743322,47.9084727,2014.0,Transit,597.0,M
kepler-369 c,1.427,,,,Kepler-369,0.515,0.484,3691.0,,293.6743322,47.9084727,2014.0,Transit,,M
kepler-395 b,,,7.0543507111,,Kepler-395,0.622827,0.644287,3897.0,421.382,293.5111889,45.1366252,2014.0,Transit,,M
kepler-42 c,0.76,,0.453287416,0.0,Kepler-42,0.132,0.148,3292.0,40.0595,292.2196,44.6173667,2011.0,Transit,729.0,M
kepler-42 d,0.96,,1.86511477,,Kepler-42,0.22,0.24,3169.0,40.0595,292.2196,44.6173667,2011.0,Transit,,M
kepler-438 b,0.98,,35.23318,0.0,Kepler-438,0.479,0.463,3688.0,,281.6457236,41.9510686,2015.0,Transit,273.0,M
kepler-445 b,1.96,,2.984151,0.0,Kepler-445,0.21,0.27,3240.0,127.201,298.7363395,46.4991236,2015.0,Transit,479.0,M
kepler-445 c,0.835,,,,Kepler-445,0.159,0.187,3157.0,127.201,298.7363395,46.4991236,2015.0,Transit,,M
kepler-445 d,3.947,,,,Kepler-445,,0.305,3157.0,127.201,298.7363395,46.4991236,2015.0,Transit,,M
kepler-446 b,25.0,,1.5654088,0.0,Kepler-446,0.56,0.92,3553.0,96.339,282.2501047,44.921002,2015.0,Transit,1015.0,M
kepler-446 c,,,3.0362057249,,Kepler-446,0.187619,0.218498,3386.0,96.339,282.2501047,44.921002,2015.0,Transit,,M
kepler-446 d,1.14,,,,Kepler-446,,0.217,3359.0,96.339,282.2501047,44.921002,2015.0,Transit,,M
kepler-45 b,10.74,,2.455,,Kepler-45,0.56,0.55,3837.0,381.949,292.8729292,41.0641727,2011.0,Transit,,M
kepler-504 b,1.94,,9.549273,0.0,Kepler-504,0.508,0.493,3804.0,99.0688,284.9219608,45.9723265,2016.0,Transit,445.0,M
kepler-505 b,3.114,,,,Kepler-505,,0.644,3780.0,283.41,287.857953,42.5426758,2016.0,Transit,,M
kepler-54 c,1.29,,12.07134205,0.0,Kepler-54,0.484,0.47,3713.0,271.701,294.7739245,43.0561976,2012.0,Transit,395.0,M
kepler-54 d,,,20.99587872,,Kepler-54,0.524532,0.527463,3768.0,271.701,294.7739245,43.0561976,2014.0,Transit,,M
kepler-551 b,2.11,,12.3764661,0.0,Kepler-551,0.51,0.48,3797.0,311.175,285.485045,48.0543774,2016.0,Transit,401.0,M
kepler-560 b,1.47,,18.477644,,Kepler-560,0.269,0.272,3430.0,109.308,300.2066441,45.0182402,2016.0,Transit,298.0,M
kepler-568 b,2.46,,11.023474798,0.0,Kepler-568,0.551,0.537,3744.0,130.645,298.1061315,48.4016448,2016.0,Transit,429.0,M
kepler-617 b,1.32,,1.682696148,,Kepler-617,0.51,0.48,3712.0,173.354,283.7407247,47.5161237,2016.0,Transit,,M
kepler-622 b,1.64,,14.28226676,0.0,Kepler-622,0.49,0.47,3679.0,284.761,284.4784454,40.9331723,2016.0,Transit,369.0,M
kepler-658 b,1.42,,1.287076762,0.0,Kepler-658,0.53,0.51,3733.0,388.384,282.983621,47.5783897,2016.0,Transit,860.0,M
kepler-676 b,,,11.59822233,,Kepler-676,0.555695,0.561742,3655.0,295.196,296.2220259,50.2873626,2016.0,Transit,,M
kepler-691 b,,,8.1143753285,,Kepler-691,0.557898,0.564255,3626.0,279.115,288.8117314,40.0332311,2016.0,Transit,,M
kepler-705 b,1.96,,56.0560538,0.0,Kepler-705,0.49,0.47,3593.0,276.881,289.5085612,41.8120234,2016.0,Transit,229.0,M
kepler-732 b,2.451,,,,Kepler-732,,0.526,3582.0,174.826,283.7317274,45.9585288,2016.0,Transit,,M
kepler-732 c,1.24,,0.893040969,0.0,Kepler-732,0.491,0.458,3582.0,174.826,283.7317274,45.9585288,2016.0,Transit,893.0,M
kepler-779 b,0.83,,7.09714223,0.0,Kepler-779,0.41,0.4,3555.0,283.155,285.6285208,44.3107855,2016.0,Transit,428.0,M
kepler-785 b,9.14,,1.973760926,0.0,Kepler-785,0.53,0.5,3806.0,642.051,292.0683108,38.8422004,2016.0,Transit,752.0,M
kepler-801 b,1.55,,11.41928253,0.0,Kepler-801,0.51,0.49,3822.0,440.426,286.0751815,44.6646277,2016.0,Transit,419.0,M
kepler-81 c,1.75,,12.03956985,,Kepler-81,0.54,0.52,3896.0,348.291,293.6369437,42.8248275,2012.0,Transit,428.0,M0 V
kepler-844 b,1.5,,2.613020421,0.0,Kepler-844,0.516,0.517,3883.0,431.776,287.8578541,48.7739646,2016.0,Transit,713.0,M
kepler-974 b,1.57,,4.194496514,,Kepler-974,0.52,0.5,3687.0,134.311,285.0131082,40.2209547,2016.0,Transit,,M
kepler-993 b,,,22.08555894,,Kepler-993,0.571534,0.580092,3736.0,324.423,292.6141076,44.3946644,2016.0,Transit,,M
kepler-994 b,,,1.151166776,,Kepler-994,0.585485,0.596818,3878.0,188.158,289.0720752,47.406918,2016.0,Transit,,M
l 168-9 b,,,1.4015272,,L 168-9,0.62,0.6,3800.0,25.1496,350.0285917,-60.0657292,2020.0,Transit,,M1 V
l 363-38 b,,4.67,8.781,,L 363-38,0.21,0.274,3129.0,10.2295,10.8555443,-41.2952926,2023.0,Radial Velocity,330.0,M
