pl_name,radius,mass,orbital_period,eccentricity,star_name,star_mass,star_radius,star_teff,star_distance,ra,dec,discovered,detection_type,eq_temperature,star_spectype,star_metallicity,star_gaia_magnitude
kepler-1498 b,1.46,,48.051405,0.0,Kepler-1498,0.828,0.889,5359.0,,284.7780883,44.9167513,2016.0,Transit,452.0,,-0.04,15.0997
kepler-1499 b,1.19,,44.2008,0.0,Kepler-1499,0.723,0.753,5002.0,309.869,283.986348,41.6505091,2016.0,Transit,409.0,,-0.18,13.5155
kepler-15 b,,,4.94278333,,Kepler-15,0.98,1.32567,5550.93,739.412,296.2005506,49.1400304,2011.0,Transit,,,0.1927,13.7136
kepler-150 b,1.21,,3.42806306,0.0,Kepler-150,0.899,0.914,5559.0,891.092,288.2341025,40.520897,2014.0,Transit,1131.0,,-0.02,14.9743
kepler-150 c,3.431,,7.381977254,,Kepler-150,0.956,0.863,5588.0,891.092,288.2341025,40.520897,2014.0,Transit,,,0.12,14.9743
kepler-150 d,2.88,,12.56092796,0.0,Kepler-150,0.963,0.931,5862.0,891.092,288.2341025,40.520897,2014.0,Transit,772.0,,-0.14,14.9743
kepler-150 e,2.95,,30.8264713,0.0,Kepler-150,0.963,0.931,5862.0,891.092,288.2341025,40.520897,2014.0,Transit,572.0,,-0.14,14.9743
kepler-150 f,3.64,,637.2093,,Kepler-150,0.97,0.905339,5528.0,891.092,288.2341025,40.520897,2017.0,Transit,,,,14.9743
kepler-1500 b,1.08,,15.0330105,0.0,Kepler-1500,0.837,0.917,6033.0,1217.82,288.883474,39.7446547,2016.0,Transit,760.0,,-0.64,14.5804
kepler-1501 b,1.38,,14.5564533,0.0,Kepler-1501,1.196,1.186,6425.0,749.06,289.918589,42.001428,2016.0,Transit,876.0,,-0.02,13.6458
kepler-1502 b,,,41.7084063,,Kepler-1502,1.44,1.72373,6739.0,1514.02,296.1079271,39.3199201,2016.0,Transit,,,,14.0931
kepler-1503 b,2.07,,96.169569,0.0,Kepler-1503,0.783,0.702,5340.0,1225.57,293.7271604,42.8067119,2016.0,Transit,321.0,,-0.44,15.7862
kepler-1504 b,,,82.305363,,Kepler-1504,0.97,1.8831,5507.61,2435.94,289.7119947,50.1282265,2016.0,Transit,,,0.114,15.6311
kepler-1505 b,1.591,,,,Kepler-1505,,1.223,5526.0,495.148,292.0020614,41.7869639,2016.0,Transit,,,,12.9258
kepler-1506 b,,,14.0320810125,,Kepler-1506,1.0,1.71753,5627.0,2366.02,290.1498822,41.4645625,2016.0,Transit,,,,15.6243
kepler-1507 b,,,16.0504490127,,Kepler-1507,0.919,0.808014,5327.83,320.478,288.5616269,46.5361247,2016.0,Transit,,,0.0877,13.1038
kepler-1508 b,,,20.7057153,,Kepler-1508,1.12,1.70392,6024.0,1260.28,298.1188802,40.3750316,2016.0,Transit,,,,14.3466
kepler-1509 b,,,25.4321337978,,Kepler-1509,1.05,1.55087,5832.0,2002.96,283.7977792,46.9310139,2016.0,Transit,,,,15.3316
kepler-151 b,2.98,,15.22895698,0.0,Kepler-151,0.874,0.818,5460.0,649.919,292.1627933,41.0231947,2014.0,Transit,643.0,,-0.1,14.7189
kepler-151 c,2.09,,24.67464211,0.0,Kepler-151,0.874,0.818,5460.0,649.919,292.1627933,41.0231947,2014.0,Transit,547.0,,-0.1,14.7189
kepler-1510 b,2.97,,84.703921,0.0,Kepler-1510,1.087,1.132,6286.0,1696.25,298.9591432,48.2578295,2016.0,Transit,473.0,,-0.08,15.1424
kepler-1511 b,,,23.2385587,,Kepler-1511,1.41,1.95693,6684.51,1475.6,288.4211892,43.179773,2016.0,Transit,,,-0.0819,13.5024
kepler-1512 b,,,20.35975749,,Kepler-1512,,0.740908,4462.94,,289.2744976,44.4704056,2016.0,Transit,,,-0.1006,13.2634
kepler-1513 b,9.16,,160.88465087,0.0,Kepler-1513,0.818,1.044,5650.0,349.247,289.7917561,39.2852655,2016.0,Transit,346.0,,-0.28,12.9559
kepler-1513 c,,84.54235626,841.4,0.125,Kepler-1513,0.943,0.95,5491.0,349.247,289.7917561,39.2852655,2023.0,Transit Timing Variations,,G V,0.17,12.9559
kepler-1514 b,12.185,,,,Kepler-1514,,1.273,6194.0,397.292,292.6274943,37.8601653,2016.0,Transit,,,,11.8292
kepler-1514 c,,,10.51419715,,Kepler-1514,1.182,1.36797,6181.58,397.292,292.6274943,37.8601653,2020.0,Transit,,,0.107,11.8292
kepler-1515 b,,,214.3120439,,Kepler-1515,1.31,1.5373,6447.86,539.321,290.9739057,48.1782059,2016.0,Transit,,,-0.0334,11.9975
kepler-1516 b,,,7.2593378398,,Kepler-1516,1.03,1.68158,5753.0,1358.95,291.4945795,44.5234227,2016.0,Transit,,,,14.4469
kepler-1517 b,20.24,,5.546083665,0.0,Kepler-1517,2.054,4.037,7358.0,847.299,287.8072115,43.1888008,2016.0,Transit,2335.0,,-0.08,12.1739
kepler-1518 b,,,5.1117547,,Kepler-1518,1.49,1.56981,6856.98,903.51,300.3323404,44.9861065,2016.0,Transit,,,-0.193,13.2803
kepler-1518 c,,,9.6310258,,Kepler-1518,1.49,1.56981,6856.98,903.51,300.3323404,44.9861065,2023.0,Transit,,,-0.193,13.2803
kepler-1519 b,7.06,,240.7989397,,Kepler-1519,0.94,0.91,5644.0,1441.63,296.6679448,49.4617774,2016.0,Transit,,,-0.07,14.8034
kepler-152 b,3.08,,18.20795835,0.0,Kepler-152,0.826,0.738,5176.0,441.09,286.8653826,41.9889571,2014.0,Transit,551.0,,-0.18,14.2437
kepler-152 c,2.56,,88.2553544,0.0,Kepler-152,0.846,0.761,5262.0,441.09,286.8653826,41.9889571,2014.0,Transit,335.0,,-0.14,14.2437
kepler-1520 b,22.95,,0.65355361,0.0,Kepler-1520,0.666,0.66,4550.0,607.917,290.9662102,51.5047656,2016.0,Transit,1437.0,,-0.18,15.6932
kepler-1521 b,,,47.1484324,,Kepler-1521,0.824,0.697343,4981.13,206.983,292.6903779,37.8350549,2016.0,Transit,,,0.0918,12.8476
kepler-1522 b,,,1.847892736,,Kepler-1522,1.01,1.14923,5676.14,814.125,289.8432347,52.0702094,2016.0,Transit,,,0.07,14.1963
kepler-1523 b,1.55,,0.93875077,0.0,Kepler-1523,1.019,0.923,5825.0,865.596,296.0540705,45.8270447,2016.0,Transit,1796.0,,0.02,14.8369
kepler-1524 b,2.86,,70.9674603,0.0,Kepler-1524,0.876,1.002,5900.0,381.773,293.8853557,39.5198348,2016.0,Transit,460.0,,-0.36,12.7003
kepler-1525 b,,,2.4165983266,,Kepler-1525,0.985,1.0558,5581.31,382.989,290.5594479,49.9428629,2016.0,Transit,,,0.2943,12.6919
kepler-1526 b,2.31,,3.908632005,0.0,Kepler-1526,0.639,0.653,4518.0,555.574,285.1197266,38.8664618,2016.0,Transit,788.0,,-0.24,15.6551
kepler-1527 b,3.26,,160.129918,0.0,Kepler-1527,0.991,0.916,6075.0,1842.13,297.4144457,46.0608077,2016.0,Transit,338.0,,-0.28,15.0782
kepler-1528 b,1.46,,1.791110205,,Kepler-1528,1.03,1.03,5857.0,817.534,287.4029864,46.5740084,2016.0,Transit,,,0.03,14.4764
kepler-1529 b,,,5.3390216011,,Kepler-1529,0.8,0.761793,4901.0,661.014,289.8707469,41.0407482,2016.0,Transit,,,,15.3885
kepler-153 b,2.87,,18.87021566,0.0,Kepler-153,0.774,0.865,5402.0,459.368,282.460502,48.2570293,2014.0,Transit,621.0,,-0.24,14.2493
kepler-153 c,2.109,,46.9025112,,Kepler-153,0.756,0.729,5178.0,459.368,282.460502,48.2570293,2014.0,Transit,,,-0.27,14.2493
kepler-1530 b,1.581,,,,Kepler-1530,,0.807,5371.0,489.876,288.1624396,48.165153,2016.0,Transit,,,,14.0055
kepler-1530 c,,,5.3236651575,,Kepler-1530,0.92,0.817288,5338.57,489.876,288.1624396,48.165153,2016.0,Transit,,,0.085,14.0055
kepler-1530 d,3.002,,9.2077989,,Kepler-1530,0.891,0.797,5371.0,489.876,288.1624396,48.165153,2021.0,Transit,,,0.07,14.0055
kepler-1531 b,,,1.138548215,,Kepler-1531,1.2,1.22309,6216.0,666.334,285.146622,39.3708055,2016.0,Transit,,,,13.1712
kepler-1532 b,1.29,,1.093665854,0.0,Kepler-1532,0.968,0.874,5845.0,798.246,296.902784,41.1981424,2016.0,Transit,1681.0,,-0.16,14.8028
kepler-1533 b,3.931,,308.5471,,Kepler-1533,1.141,1.725,6320.0,966.801,295.9755645,44.7133739,2016.0,Transit,,,-0.22,13.1678
kepler-1534 b,1.92,,5.71668787,0.0,Kepler-1534,0.875,0.883,5638.0,,292.395373,43.8691326,2016.0,Transit,955.0,,-0.18,16.2352
kepler-1535 b,2.628,,,,Kepler-1535,,1.141,6014.0,897.733,286.613685,38.8919507,2016.0,Transit,,,,14.1798
kepler-1536 b,2.98,,364.758031,0.0,Kepler-1536,0.616,0.63,4386.0,387.248,291.5852554,45.7158742,2016.0,Transit,166.0,,-0.26,15.1407
kepler-1537 b,,,1.4444546276,,Kepler-1537,0.83,0.819392,4997.0,517.292,294.3853917,43.8254461,2016.0,Transit,,,,14.5457
kepler-1538 b,,,175.14020053,,Kepler-1538,1.04,0.899629,5795.0,1125.3,283.345611,45.2743573,2016.0,Transit,,,,15.2279
kepler-1539 b,2.71,,133.3036741,0.0,Kepler-1539,0.816,0.801,5269.0,748.326,284.2194566,44.2685146,2016.0,Transit,301.0,,-0.1,15.3085
kepler-154 b,2.605,,,,Kepler-154,,1.071,5666.0,915.212,289.7805393,49.8965624,2014.0,Transit,,,,14.5121
kepler-154 c,,,62.30261745,,Kepler-154,1.03,1.0506,5740.0,915.212,289.7805393,49.8965624,2014.0,Transit,,,,14.5121
kepler-154 d,,,20.5498184,,Kepler-154,1.03,1.0506,5740.0,915.212,289.7805393,49.8965624,2016.0,Transit,,,,14.5121
kepler-154 e,1.652,,,,Kepler-154,,1.071,5666.0,915.212,289.7805393,49.8965624,2016.0,Transit,,,,14.5121
kepler-154 f,1.26,,9.91935684,0.0,Kepler-154,0.916,0.832,5937.0,915.212,289.7805393,49.8965624,2016.0,Transit,806.0,,-0.4,14.5121
kepler-1540 b,2.67,,,,Kepler-1540,,0.636,4625.0,244.96,283.3445555,41.2017544,2016.0,Transit,,,,14.0831
kepler-1541 b,2.15,,8.40691199,0.0,Kepler-1541,0.899,1.533,5365.0,416.692,283.7870875,48.0296019,2016.0,Transit,1048.0,,-0.06,13.7908
kepler-1542 b,,,3.95116635,,Kepler-1542,0.99,1.14724,5611.29,399.114,285.7284757,42.6544651,2016.0,Transit,,,0.081,12.5876
kepler-1542 c,,,2.8922287112,,Kepler-1542,0.99,1.14724,5611.29,399.114,285.7284757,42.6544651,2016.0,Transit,,,0.081,12.5876
kepler-1542 d,1.03,,5.99273738,0.0,Kepler-1542,0.866,1.19,5731.0,399.114,285.7284757,42.6544651,2016.0,Transit,1111.0,,-0.24,12.5876
kepler-1542 e,0.94,,5.10115756,0.0,Kepler-1542,0.866,1.19,5731.0,399.114,285.7284757,42.6544651,2016.0,Transit,1173.0,,-0.24,12.5876
kepler-1543 b,2.446,,,,Kepler-1543,,1.408,6312.0,921.784,297.1242915,47.0369876,2016.0,Transit,,,,13.4193
kepler-1544 b,,,168.81128288,,Kepler-1544,0.772,0.750481,4787.0,335.09,297.2852168,49.2124526,2016.0,Transit,,,,14.039
kepler-1545 b,,,163.692252345,,Kepler-1545,0.86,0.926681,5112.8,729.964,298.8988313,47.4630696,2016.0,Transit,,,0.045,15.0334
kepler-1546 b,3.286,,,,Kepler-1546,,0.885,5570.0,931.956,297.5839183,41.5411993,2016.0,Transit,,,,15.368
kepler-1547 b,0.9,,0.692979676,,Kepler-1547,1.12,1.18,6078.0,674.695,283.7640396,42.2220992,2016.0,Transit,,,0.04,13.4085
kepler-1548 b,1.901,,,,Kepler-1548,,0.764,5331.0,872.279,287.4711817,46.0805706,2016.0,Transit,,,,15.2455
kepler-1549 b,2.71,,214.886545,0.0,Kepler-1549,0.972,0.876,5375.0,803.052,286.0524399,39.0960281,2016.0,Transit,266.0,,0.3,15.1516
kepler-155 b,,,5.9311972791,,Kepler-155,0.678,0.771507,4339.18,293.499,288.4957831,51.0819286,2014.0,Transit,,,-0.142,14.24
kepler-155 c,1.76,,52.6615836,0.0,Kepler-155,0.56,0.54,3985.0,293.499,288.4957831,51.0819286,2014.0,Transit,271.0,,-0.22,14.24
kepler-1550 b,2.65,,225.582809,0.0,Kepler-1550,1.031,0.959,6184.0,1179.01,287.7646113,38.2947076,2016.0,Transit,312.0,,-0.26,14.8841
kepler-1551 b,2.74,,24.4972683,0.0,Kepler-1551,1.232,1.162,6392.0,1463.72,295.7855238,39.9078956,2016.0,Transit,722.0,,0.07,15.0975
kepler-1552 b,2.17,,184.771853,0.0,Kepler-1552,0.714,0.677,5220.0,769.096,291.6768669,38.8749152,2016.0,Transit,251.0,,-0.54,14.9308
kepler-1553 b,1.11,,4.24261881,0.0,Kepler-1553,0.875,0.78,5328.0,692.594,291.9191348,39.0221769,2016.0,Transit,939.0,,-0.1,14.9914
kepler-1554 b,2.839,,198.088774,,Kepler-1554,0.716,0.792,5121.0,946.847,286.576016,41.7415762,2016.0,Transit,,,-0.46,15.7147
kepler-1555 b,1.61,,8.10501635,,Kepler-1555,1.04,1.06,5866.0,2013.27,287.6354587,45.7160327,2016.0,Transit,,,0.03,15.3259
kepler-1556 b,,,8.82715903,,Kepler-1556,0.98,0.824385,5566.78,944.54,288.3969751,40.2131892,2016.0,Transit,,,0.191,15.2978
kepler-1557 b,1.38,,3.74031708,0.0,Kepler-1557,1.118,1.063,6260.0,1380.16,293.8813592,46.8388172,2016.0,Transit,1287.0,,-0.08,15.2987
kepler-1558 b,0.79,,3.50470358,0.0,Kepler-1558,0.798,0.854,5115.0,325.737,286.8194349,46.9117837,2016.0,Transit,1019.0,,0.08,13.5998
kepler-1559 b,0.7,,0.971915428,0.0,Kepler-1559,0.927,0.822,5406.0,614.827,292.2866565,42.0725948,2016.0,Transit,1581.0,,0.07,14.488
kepler-156 b,2.3,,4.973455,0.0,Kepler-156,0.737,0.74,5031.0,443.483,290.2964214,37.7494271,2014.0,Transit,835.0,,,14.1564
kepler-156 c,2.2,,15.906811,0.0,Kepler-156,0.737,0.74,5031.0,443.483,290.2964214,37.7494271,2014.0,Transit,569.0,,,14.1564
kepler-1560 b,0.89,,3.03195744,,Kepler-1560,1.02,1.02,5815.0,502.497,292.7846013,43.21601,2016.0,Transit,,,0.04,13.3846
kepler-1561 b,0.89,,1.005207007,0.0,Kepler-1561,0.958,0.864,5717.0,839.076,296.9235822,43.5664628,2016.0,Transit,1683.0,,-0.08,14.648
kepler-1562 b,,,64.27386328,,Kepler-1562,1.03,1.75955,5771.76,2060.72,294.4556567,46.7435353,2016.0,Transit,,,-0.0272,15.2729
kepler-1563 b,0.72,,3.43276598,0.0,Kepler-1563,0.974,0.881,5757.0,616.697,288.5735936,51.4727698,2016.0,Transit,1134.0,,-0.06,13.5682
kepler-1564 b,1.39,,18.0540381,0.0,Kepler-1564,0.953,0.852,5576.0,908.805,290.5861316,46.6427486,2016.0,Transit,623.0,,0.02,14.9531
kepler-1565 b,1.18,,1.538188437,0.0,Kepler-1565,0.783,0.726,5112.0,629.93,297.9529793,40.8067876,2016.0,Transit,1240.0,,-0.2,15.4317
kepler-1566 b,0.79,,0.539915238,,Kepler-1566,0.84,0.81,5254.0,466.586,283.5875459,40.5749018,2016.0,Transit,,,-0.07,14.3122
kepler-1567 b,2.483,,,,Kepler-1567,,0.886,5859.0,1206.11,286.695153,40.2918894,2016.0,Transit,,,,15.6322
kepler-1568 b,1.38,,20.925392,0.0,Kepler-1568,1.025,1.21,5821.0,916.313,289.1826808,47.8733301,2016.0,Transit,730.0,,0.1,13.9451
kepler-1569 b,1.634,,,,Kepler-1569,,1.275,6174.0,945.454,292.2046748,37.2212065,2016.0,Transit,,,,13.9323
kepler-157 b,1.27,,1.732345491,0.0,Kepler-157,1.021,0.934,5988.0,773.713,291.0972257,38.8756049,2014.0,Transit,1512.0,,-0.12,14.0374
kepler-157 c,2.33,,13.54056874,0.0,Kepler-157,1.021,0.934,5988.0,773.713,291.0972257,38.8756049,2014.0,Transit,762.0,,-0.12,14.0374
kepler-157 d,,,7.0257381175,,Kepler-157,1.02,1.12809,5727.26,773.713,291.0972257,38.8756049,2016.0,Transit,,,-0.0593,14.0374
kepler-1570 b,,,26.54846521,,Kepler-1570,0.99,1.7202,5586.0,918.995,299.8617842,45.8274232,2016.0,Transit,,,,13.9702
kepler-1571 b,1.52,,3.38555488,,Kepler-1571,1.23,1.39,6297.0,675.303,300.9354067,45.5964836,2016.0,Transit,,,0.04,13.77
kepler-1572 b,,,5.4954129143,,Kepler-1572,1.08,1.46132,5917.22,946.602,281.8973341,46.7227061,2016.0,Transit,,,-0.436,13.7175
kepler-1573 b,1.2,,2.6157554,,Kepler-1573,1.01,1.0,5808.0,1455.36,292.9883129,49.4849664,2016.0,Transit,,,0.02,15.1693
kepler-1574 b,1.27,,6.9424334,0.0,Kepler-1574,1.132,1.03,6108.0,1384.16,292.1586689,49.6377914,2016.0,Transit,1003.0,,0.07,15.0937
kepler-1575 b,1.31,,2.55314213,,Kepler-1575,0.95,0.92,5667.0,1246.92,293.7432102,45.7615507,2016.0,Transit,,,-0.07,15.4185
kepler-1576 b,,,6.9847101232,,Kepler-1576,1.01,0.96195,5674.51,460.91,289.0739641,40.3660239,2016.0,Transit,,,0.3052,13.3354
kepler-1577 b,2.65,,6.30560247,0.0,Kepler-1577,0.952,1.756,4934.0,510.029,292.9552704,47.5730433,2016.0,Transit,1125.0,,0.28,15.0571
kepler-1578 b,1.24,,1.450886907,0.0,Kepler-1578,1.011,1.023,6046.0,1064.05,288.3021104,47.7756227,2016.0,Transit,1699.0,,-0.14,15.3281
kepler-1579 b,0.84,,0.849907889,,Kepler-1579,0.75,0.7,4584.0,,293.288022,43.5149061,2016.0,Transit,,,0.11,15.2481
kepler-158 b,2.27,,16.70920628,0.0,Kepler-158,0.656,0.668,4621.0,315.177,284.0323723,39.7815365,2014.0,Transit,500.0,,-0.24,14.4165
kepler-158 c,2.02,,28.55156868,,Kepler-158,0.75,0.71,4720.0,315.177,284.0323723,39.7815365,2014.0,Transit,,,-0.03,14.4165
kepler-158 d,0.43,,0.645088,,Kepler-158,0.656,0.668,4895.97,315.177,284.0323723,39.7815365,2024.0,Transit,,K,,14.4165
kepler-1580 b,2.629,,,,Kepler-1580,,2.475,6300.0,1002.02,285.9687099,41.3635264,2016.0,Transit,,,,12.5755
kepler-1581 b,0.75,,6.28385491,0.0,Kepler-1581,1.07,1.219,5989.0,493.175,287.3713199,39.6036225,2016.0,Transit,1117.0,,0.06,12.3525
kepler-1582 b,0.79,,4.83809469,0.0,Kepler-1582,0.18,0.2,3187.0,78.8906,289.3765441,41.1580845,2016.0,Transit,354.0,,0.1,16.4142
kepler-1583 b,0.699,,,,Kepler-1583,,1.056,5471.0,403.933,286.3869335,47.0165188,2016.0,Transit,,,,12.8414
kepler-1584 b,1.51,,13.3997555,0.0,Kepler-1584,1.183,1.15,6401.0,1416.31,287.7626791,43.2743929,2016.0,Transit,886.0,,-0.04,14.8844
kepler-1585 b,1.72,,3.5827463,0.0,Kepler-1585,0.912,0.872,5448.0,944.465,296.1589897,44.5630457,2016.0,Transit,1064.0,,0.07,15.9772
kepler-1586 b,,,15.604841,,Kepler-1586,1.186,1.07345,6190.32,552.55,298.2026236,44.9258585,2016.0,Transit,,,-0.2299,13.0556
kepler-1587 b,1.32,,9.4060467,0.0,Kepler-1587,1.02,1.268,5855.0,1026.48,292.6777294,49.6638666,2016.0,Transit,981.0,,0.04,14.0315
kepler-1588 b,1.108,,7.84931739,,Kepler-1588,0.883,1.407,5659.0,924.141,288.2327232,48.0021967,2016.0,Transit,,,-0.22,13.821
kepler-1589 b,0.92,,0.991665274,0.0,Kepler-1589,1.132,1.03,6108.0,1513.14,294.4418236,40.5716114,2016.0,Transit,1919.0,,0.07,14.9651
kepler-159 b,1.87,,10.13961841,0.0,Kepler-159,0.52,0.5,3894.0,373.744,297.0702037,40.868734,2014.0,Transit,447.0,,-0.28,14.8882
kepler-159 c,,,43.5859419,,Kepler-159,0.7,0.69737,4477.0,373.744,297.0702037,40.868734,2014.0,Transit,,,,14.8882
kepler-1590 b,1.09,,7.61760804,0.0,Kepler-1590,1.05,1.072,6202.0,771.152,291.4079141,48.0178915,2016.0,Transit,1019.0,,-0.12,14.077
kepler-1591 b,0.93,,8.18504859,0.0,Kepler-1591,0.993,0.906,5984.0,1419.58,296.5166659,44.6086233,2016.0,Transit,892.0,,-0.2,14.6583
kepler-1592 b,1.02,,3.05710069,0.0,Kepler-1592,0.914,0.829,6020.0,1639.47,293.850623,38.3977379,2016.0,Transit,1209.0,,-0.48,14.7857
kepler-1593 b,2.91,,174.5085,,Kepler-1593,0.725,0.698,4745.0,638.249,300.4882018,44.4606698,2016.0,Transit,260.0,,-0.1,15.8836
kepler-1594 b,1.04,,2.71603809,0.0,Kepler-1594,1.074,1.01,6191.0,976.868,293.6230451,47.9619127,2016.0,Transit,1388.0,,-0.14,14.7415
kepler-1595 b,1.28,,4.56380468,0.0,Kepler-1595,0.848,0.861,5408.0,845.022,285.7227502,43.0094855,2016.0,Transit,980.0,,-0.06,15.4006
kepler-1596 b,2.02,,66.373379,0.0,Kepler-1596,1.006,0.976,6139.0,2146.23,285.5575066,49.3300866,2016.0,Transit,471.0,,-0.22,15.3662
kepler-1597 b,1.058,,2.94654179,,Kepler-1597,1.086,1.363,6205.0,1221.05,288.1639687,42.4810124,2016.0,Transit,,,-0.13,14.1152
kepler-1598 b,0.799,,,,Kepler-1598,,0.93,5763.0,619.862,288.469107,46.7836464,2016.0,Transit,,,,13.8135
kepler-1599 b,,,122.358116,,Kepler-1599,1.02,1.33622,5737.0,1328.2,286.2208685,41.1511886,2016.0,Transit,,,,14.9023
kepler-16 b,8.4493,105.833,228.776,0.0069,Kepler-16,0.6897,0.6489,4450.0,75.0852,289.0758307,51.757229,2011.0,Transit,,,-0.3,11.7472
kepler-160 b,1.89,,4.309381978,0.0,Kepler-160,0.929,1.089,5541.0,937.013,287.773573,42.8692755,2014.0,Transit,1134.0,,0.14,14.616
kepler-160 c,3.768,,,,Kepler-160,,1.066,5616.0,937.013,287.773573,42.8692755,2014.0,Transit,,,,14.616
kepler-160 d,,100.0,30.0,,Kepler-160,,1.118,5471.0,937.013,287.773573,42.8692755,2020.0,Transit Timing Variations,,,,14.616
kepler-1600 b,2.96,,386.370512,0.0,Kepler-1600,0.818,0.834,5119.0,1030.81,291.3993802,38.7877563,2016.0,Transit,209.0,,0.1,15.8138
kepler-1600 c,1.74,,7.2981458,,Kepler-1600,0.844,0.826,5090.0,1030.81,291.3993802,38.7877563,2021.0,Transit,,,0.11,15.8138
kepler-1601 b,,,2.2092179925,,Kepler-1601,1.08,1.04837,5920.0,644.456,285.5129496,38.079839,2016.0,Transit,,,,13.6782
kepler-1602 b,,,11.17931581,,Kepler-1602,1.17,1.10662,6161.41,629.804,293.5808607,40.4275396,2016.0,Transit,,,-0.205,13.3012
kepler-1603 b,0.97,,2.27164952,0.0,Kepler-1603,1.115,1.062,6274.0,2712.58,295.3298254,42.5349698,2016.0,Transit,1522.0,,-0.1,15.3397
kepler-1604 b,1.41,,0.683684256,,Kepler-1604,0.81,0.76,4976.0,541.189,285.4106549,44.4122318,2016.0,Transit,,,0.02,14.8989
kepler-1605 b,5.18,,85.7565495,0.0,Kepler-1605,1.658,4.001,5447.0,546.23,287.1349405,47.4886251,2016.0,Transit,716.0,,-0.22,12.4129
kepler-1606 b,1.98,,196.435224,0.0,Kepler-1606,0.895,0.816,5536.0,831.287,286.3782987,43.0732287,2016.0,Transit,276.0,,-0.12,15.1062
kepler-1607 b,1.25,,13.6471211,0.0,Kepler-1607,0.89,1.382,5771.0,1286.1,296.0598685,42.6560582,2016.0,Transit,913.0,,-0.3,13.8751
kepler-1608 b,1.8,,16.4735686,0.0,Kepler-1608,0.702,0.754,5364.0,,295.563555,39.41757,2016.0,Transit,612.0,,-0.54,15.8947
kepler-1609 b,,,114.336052,,Kepler-1609,1.05,1.71327,5826.0,1826.04,290.1465356,39.6658026,2016.0,Transit,,,,14.9366
kepler-161 b,1.84,,4.921357,0.0,Kepler-161,0.783,0.69,5058.0,434.632,290.5164698,43.0838642,2014.0,Transit,813.0,,,14.1922
kepler-161 c,1.96,,7.064256441,0.0,Kepler-161,0.817,0.739,5079.0,434.632,290.5164698,43.0838642,2014.0,Transit,743.0,,-0.1,14.1922
kepler-1610 b,,,8.7018192778,,Kepler-1610,0.86,0.732623,5106.92,864.331,295.9049795,45.4054296,2016.0,Transit,,,-0.1398,15.8137
kepler-1610 c,2.20600009,,44.98529816,,Kepler-1610,0.825,0.8,5295.0,864.331,295.9049795,45.4054296,2023.0,Transit,,,-0.1,15.8137
kepler-1611 b,0.66,,5.1762429,0.0,Kepler-1611,0.786,0.72,5511.0,908.444,296.5120204,49.7277506,2016.0,Transit,887.0,,-0.5,14.4116
kepler-1612 b,0.88,,3.91795101,0.0,Kepler-1612,0.891,0.813,5543.0,764.726,291.2503022,45.6550536,2016.0,Transit,1019.0,,-0.14,14.7157
kepler-1613 b,2.34,,1.5184299,0.0,Kepler-1613,1.063,1.269,6302.0,1508.33,289.8750066,43.4209318,2016.0,Transit,1927.0,,-0.18,14.068
kepler-1614 b,1.49,,3.9466141,,Kepler-1614,0.79,0.76,5121.0,1191.19,284.8713893,49.7758867,2016.0,Transit,,,-0.17,15.9408
kepler-1615 b,1.94,,47.3126192,0.0,Kepler-1615,1.035,1.002,6035.0,1393.83,286.3592066,42.2273971,2016.0,Transit,523.0,,-0.06,14.5237
kepler-1616 b,0.88,,6.76284377,0.0,Kepler-1616,1.177,1.155,6528.0,1137.81,286.5436691,45.3048716,2016.0,Transit,1138.0,,-0.16,13.4295
kepler-1617 b,1.2,,27.4785572,,Kepler-1617,1.15,1.22,6167.0,898.31,287.9371747,46.4184781,2016.0,Transit,,,0.01,13.6555
kepler-1618 b,1.06,,6.1082945,0.0,Kepler-1618,1.261,1.289,6720.0,1229.25,295.1753619,45.9308594,2016.0,Transit,1267.0,,-0.14,13.5664
kepler-1619 b,0.76,,23.6225913,,Kepler-1619,1.0,1.0,5852.0,734.85,285.703595,44.4221528,2016.0,Transit,,,-0.07,13.2994
kepler-162 b,,,6.91986988,,Kepler-162,1.03,1.20802,5743.0,855.641,297.2789115,43.7239693,2014.0,Transit,,,,14.2231
kepler-162 c,3.28,,19.44638698,0.0,Kepler-162,0.875,0.954,5815.0,855.641,297.2789115,43.7239693,2014.0,Transit,681.0,,-0.3,14.2231
kepler-1620 b,,,101.94973747,,Kepler-1620,,,,895.069,297.2709026,46.9284743,2016.0,Transit,,,,13.6228
kepler-1621 b,1.96,,92.263714,0.0,Kepler-1621,1.213,1.137,6343.0,1631.66,297.5885341,43.8411937,2016.0,Transit,457.0,,0.07,15.0106
kepler-1622 b,1.15,,10.8118737,0.0,Kepler-1622,1.157,1.19,6461.0,796.477,297.3288329,47.815459,2016.0,Transit,980.0,,-0.12,13.3442
kepler-1623 b,1.3,,4.36128348,0.0,Kepler-1623,1.057,0.962,5817.0,837.481,294.082697,39.5560655,2016.0,Transit,1090.0,,0.14,14.9243
kepler-1624 b,4.91,,3.290304098,0.0,Kepler-1624,0.43,0.427,3386.0,258.979,292.5798564,37.3762616,2016.0,Transit,540.0,,0.48,15.6681
kepler-1625 b,5.4,,287.378949,0.0,Kepler-1625,0.861,0.838,5645.0,2310.11,295.429322,39.8865068,2016.0,Transit,253.0,,-0.26,15.7627
